seismic,seismoacoustic,shift,genergy,gpuls,gdenergy,gdpuls,ghazard,nbumps,nbumps2,nbumps3,nbumps4,nbumps5,nbumps6,nbumps7,nbumps89,energy,maxenergy,class
a,b,W,'\'(-inf-259655]\'','\'(453.6-905.2]\'','\'(38.1-172.2]\'','\'(-2.6-90.8]\'',a,'\'(1.8-2.7]\'','\'(1.6-2.4]\'','\'(-inf-0.7]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'All\'','\'All\'','\'All\'','\'(-inf-40200]\'','\'(-inf-40000]\'',0
a,b,W,'\'(-inf-259655]\'','\'(453.6-905.2]\'','\'(38.1-172.2]\'','\'(-2.6-90.8]\'',a,'\'(0.9-1.8]\'','\'(0.8-1.6]\'','\'(-inf-0.7]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'All\'','\'All\'','\'All\'','\'(-inf-40200]\'','\'(-inf-40000]\'',0
a,b,W,'\'(-inf-259655]\'','\'(453.6-905.2]\'','\'(38.1-172.2]\'','\'(-2.6-90.8]\'',a,'\'(0.9-1.8]\'','\'(-inf-0.8]\'','\'(0.7-1.4]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'All\'','\'All\'','\'All\'','\'(-inf-40200]\'','\'(-inf-40000]\'',0
a,b,W,'\'(-inf-259655]\'','\'(453.6-905.2]\'','\'(38.1-172.2]\'','\'(-2.6-90.8]\'',a,'\'(-inf-0.9]\'','\'(-inf-0.8]\'','\'(-inf-0.7]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'All\'','\'All\'','\'All\'','\'(-inf-40200]\'','\'(-inf-40000]\'',0
a,b,W,'\'(-inf-259655]\'','\'(453.6-905.2]\'','\'(38.1-172.2]\'','\'(-2.6-90.8]\'',a,'\'(0.9-1.8]\'','\'(0.8-1.6]\'','\'(-inf-0.7]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'All\'','\'All\'','\'All\'','\'(-inf-40200]\'','\'(-inf-40000]\'',0
a,b,W,'\'(-inf-259655]\'','\'(453.6-905.2]\'','\'(-inf-38.1]\'','\'(-2.6-90.8]\'',a,'\'(0.9-1.8]\'','\'(0.8-1.6]\'','\'(-inf-0.7]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'All\'','\'All\'','\'All\'','\'(-inf-40200]\'','\'(-inf-40000]\'',0
a,b,N,'\'(-inf-259655]\'','\'(453.6-905.2]\'','\'(172.2-306.3]\'','\'(184.2-277.6]\'',a,'\'(-inf-0.9]\'','\'(-inf-0.8]\'','\'(-inf-0.7]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'All\'','\'All\'','\'All\'','\'(-inf-40200]\'','\'(-inf-40000]\'',0
a,b,N,'\'(-inf-259655]\'','\'(-inf-453.6]\'','\'(574.5-708.6]\'','\'(277.6-371]\'',c,'\'(-inf-0.9]\'','\'(-inf-0.8]\'','\'(-inf-0.7]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'All\'','\'All\'','\'All\'','\'(-inf-40200]\'','\'(-inf-40000]\'',0
a,b,N,'\'(-inf-259655]\'','\'(-inf-453.6]\'','\'(38.1-172.2]\'','\'(-2.6-90.8]\'',a,'\'(-inf-0.9]\'','\'(-inf-0.8]\'','\'(-inf-0.7]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'All\'','\'All\'','\'All\'','\'(-inf-40200]\'','\'(-inf-40000]\'',0
a,b,N,'\'(-inf-259655]\'','\'(-inf-453.6]\'','\'(172.2-306.3]\'','\'(-2.6-90.8]\'',a,'\'(0.9-1.8]\'','\'(-inf-0.8]\'','\'(0.7-1.4]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'All\'','\'All\'','\'All\'','\'(-inf-40200]\'','\'(-inf-40000]\'',0
a,b,W,'\'(-inf-259655]\'','\'(-inf-453.6]\'','\'(-inf-38.1]\'','\'(-inf--2.6]\'',a,'\'(-inf-0.9]\'','\'(-inf-0.8]\'','\'(-inf-0.7]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'All\'','\'All\'','\'All\'','\'(-inf-40200]\'','\'(-inf-40000]\'',0
a,b,W,'\'(-inf-259655]\'','\'(453.6-905.2]\'','\'(38.1-172.2]\'','\'(-2.6-90.8]\'',a,'\'(1.8-2.7]\'','\'(0.8-1.6]\'','\'(0.7-1.4]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'All\'','\'All\'','\'All\'','\'(-inf-40200]\'','\'(-inf-40000]\'',1
a,b,W,'\'(-inf-259655]\'','\'(453.6-905.2]\'','\'(38.1-172.2]\'','\'(-2.6-90.8]\'',a,'\'(0.9-1.8]\'','\'(-inf-0.8]\'','\'(-inf-0.7]\'','\'(0.9-1.2]\'','\'(-inf-0.1]\'','\'All\'','\'All\'','\'All\'','\'(-inf-40200]\'','\'(-inf-40000]\'',0
a,b,W,'\'(-inf-259655]\'','\'(453.6-905.2]\'','\'(-inf-38.1]\'','\'(-inf--2.6]\'',a,'\'(-inf-0.9]\'','\'(-inf-0.8]\'','\'(-inf-0.7]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'All\'','\'All\'','\'All\'','\'(-inf-40200]\'','\'(-inf-40000]\'',0
a,b,W,'\'(-inf-259655]\'','\'(453.6-905.2]\'','\'(38.1-172.2]\'','\'(-2.6-90.8]\'',a,'\'(2.7-3.6]\'','\'(1.6-2.4]\'','\'(0.7-1.4]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'All\'','\'All\'','\'All\'','\'(-inf-40200]\'','\'(-inf-40000]\'',0
a,b,W,'\'(-inf-259655]\'','\'(453.6-905.2]\'','\'(38.1-172.2]\'','\'(-2.6-90.8]\'',a,'\'(-inf-0.9]\'','\'(-inf-0.8]\'','\'(-inf-0.7]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'All\'','\'All\'','\'All\'','\'(-inf-40200]\'','\'(-inf-40000]\'',0
a,b,W,'\'(-inf-259655]\'','\'(905.2-1356.8]\'','\'(-inf-38.1]\'','\'(-2.6-90.8]\'',b,'\'(-inf-0.9]\'','\'(-inf-0.8]\'','\'(-inf-0.7]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'All\'','\'All\'','\'All\'','\'(-inf-40200]\'','\'(-inf-40000]\'',0
a,b,W,'\'(-inf-259655]\'','\'(453.6-905.2]\'','\'(-inf-38.1]\'','\'(-inf--2.6]\'',b,'\'(-inf-0.9]\'','\'(-inf-0.8]\'','\'(-inf-0.7]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'All\'','\'All\'','\'All\'','\'(-inf-40200]\'','\'(-inf-40000]\'',0
a,b,W,'\'(-inf-259655]\'','\'(453.6-905.2]\'','\'(-inf-38.1]\'','\'(-inf--2.6]\'',b,'\'(-inf-0.9]\'','\'(-inf-0.8]\'','\'(-inf-0.7]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'All\'','\'All\'','\'All\'','\'(-inf-40200]\'','\'(-inf-40000]\'',0
a,b,W,'\'(-inf-259655]\'','\'(453.6-905.2]\'','\'(-inf-38.1]\'','\'(-2.6-90.8]\'',a,'\'(-inf-0.9]\'','\'(-inf-0.8]\'','\'(-inf-0.7]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'All\'','\'All\'','\'All\'','\'(-inf-40200]\'','\'(-inf-40000]\'',0
a,b,W,'\'(-inf-259655]\'','\'(453.6-905.2]\'','\'(-inf-38.1]\'','\'(-inf--2.6]\'',b,'\'(0.9-1.8]\'','\'(0.8-1.6]\'','\'(-inf-0.7]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'All\'','\'All\'','\'All\'','\'(-inf-40200]\'','\'(-inf-40000]\'',0
a,b,W,'\'(-inf-259655]\'','\'(453.6-905.2]\'','\'(38.1-172.2]\'','\'(-2.6-90.8]\'',a,'\'(-inf-0.9]\'','\'(-inf-0.8]\'','\'(-inf-0.7]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'All\'','\'All\'','\'All\'','\'(-inf-40200]\'','\'(-inf-40000]\'',1
a,b,W,'\'(-inf-259655]\'','\'(1356.8-1808.4]\'','\'(38.1-172.2]\'','\'(90.8-184.2]\'',b,'\'(1.8-2.7]\'','\'(0.8-1.6]\'','\'(-inf-0.7]\'','\'(0.9-1.2]\'','\'(-inf-0.1]\'','\'All\'','\'All\'','\'All\'','\'(40200-80400]\'','\'(40000-80000]\'',0
a,b,W,'\'(-inf-259655]\'','\'(453.6-905.2]\'','\'(-inf-38.1]\'','\'(-2.6-90.8]\'',b,'\'(-inf-0.9]\'','\'(-inf-0.8]\'','\'(-inf-0.7]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'All\'','\'All\'','\'All\'','\'(-inf-40200]\'','\'(-inf-40000]\'',0
b,b,W,'\'(-inf-259655]\'','\'(453.6-905.2]\'','\'(-inf-38.1]\'','\'(-inf--2.6]\'',b,'\'(-inf-0.9]\'','\'(-inf-0.8]\'','\'(-inf-0.7]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'All\'','\'All\'','\'All\'','\'(-inf-40200]\'','\'(-inf-40000]\'',1
b,b,W,'\'(-inf-259655]\'','\'(453.6-905.2]\'','\'(-inf-38.1]\'','\'(-2.6-90.8]\'',b,'\'(0.9-1.8]\'','\'(-inf-0.8]\'','\'(-inf-0.7]\'','\'(0.9-1.2]\'','\'(-inf-0.1]\'','\'All\'','\'All\'','\'All\'','\'(-inf-40200]\'','\'(-inf-40000]\'',0
b,b,W,'\'(-inf-259655]\'','\'(905.2-1356.8]\'','\'(38.1-172.2]\'','\'(-2.6-90.8]\'',b,'\'(-inf-0.9]\'','\'(-inf-0.8]\'','\'(-inf-0.7]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'All\'','\'All\'','\'All\'','\'(-inf-40200]\'','\'(-inf-40000]\'',0
b,b,W,'\'(-inf-259655]\'','\'(453.6-905.2]\'','\'(-inf-38.1]\'','\'(-inf--2.6]\'',b,'\'(0.9-1.8]\'','\'(0.8-1.6]\'','\'(-inf-0.7]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'All\'','\'All\'','\'All\'','\'(-inf-40200]\'','\'(-inf-40000]\'',0
b,b,W,'\'(-inf-259655]\'','\'(-inf-453.6]\'','\'(-inf-38.1]\'','\'(-inf--2.6]\'',b,'\'(-inf-0.9]\'','\'(-inf-0.8]\'','\'(-inf-0.7]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'All\'','\'All\'','\'All\'','\'(-inf-40200]\'','\'(-inf-40000]\'',0
b,b,N,'\'(-inf-259655]\'','\'(-inf-453.6]\'','\'(38.1-172.2]\'','\'(-2.6-90.8]\'',b,'\'(0.9-1.8]\'','\'(-inf-0.8]\'','\'(0.7-1.4]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'All\'','\'All\'','\'All\'','\'(-inf-40200]\'','\'(-inf-40000]\'',0
b,b,N,'\'(-inf-259655]\'','\'(453.6-905.2]\'','\'(306.3-440.4]\'','\'(-2.6-90.8]\'',b,'\'(-inf-0.9]\'','\'(-inf-0.8]\'','\'(-inf-0.7]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'All\'','\'All\'','\'All\'','\'(-inf-40200]\'','\'(-inf-40000]\'',0
b,b,N,'\'(-inf-259655]\'','\'(453.6-905.2]\'','\'(38.1-172.2]\'','\'(-2.6-90.8]\'',b,'\'(1.8-2.7]\'','\'(1.6-2.4]\'','\'(-inf-0.7]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'All\'','\'All\'','\'All\'','\'(-inf-40200]\'','\'(-inf-40000]\'',0
b,b,N,'\'(-inf-259655]\'','\'(-inf-453.6]\'','\'(-inf-38.1]\'','\'(-2.6-90.8]\'',b,'\'(-inf-0.9]\'','\'(-inf-0.8]\'','\'(-inf-0.7]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'All\'','\'All\'','\'All\'','\'(-inf-40200]\'','\'(-inf-40000]\'',0
b,b,N,'\'(-inf-259655]\'','\'(-inf-453.6]\'','\'(-inf-38.1]\'','\'(-inf--2.6]\'',b,'\'(-inf-0.9]\'','\'(-inf-0.8]\'','\'(-inf-0.7]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'All\'','\'All\'','\'All\'','\'(-inf-40200]\'','\'(-inf-40000]\'',0
b,b,N,'\'(-inf-259655]\'','\'(-inf-453.6]\'','\'(-inf-38.1]\'','\'(-inf--2.6]\'',b,'\'(-inf-0.9]\'','\'(-inf-0.8]\'','\'(-inf-0.7]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'All\'','\'All\'','\'All\'','\'(-inf-40200]\'','\'(-inf-40000]\'',0
b,b,N,'\'(-inf-259655]\'','\'(-inf-453.6]\'','\'(-inf-38.1]\'','\'(-inf--2.6]\'',b,'\'(-inf-0.9]\'','\'(-inf-0.8]\'','\'(-inf-0.7]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'All\'','\'All\'','\'All\'','\'(-inf-40200]\'','\'(-inf-40000]\'',0
b,b,N,'\'(-inf-259655]\'','\'(-inf-453.6]\'','\'(-inf-38.1]\'','\'(-inf--2.6]\'',b,'\'(-inf-0.9]\'','\'(-inf-0.8]\'','\'(-inf-0.7]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'All\'','\'All\'','\'All\'','\'(-inf-40200]\'','\'(-inf-40000]\'',0
b,b,N,'\'(-inf-259655]\'','\'(-inf-453.6]\'','\'(-inf-38.1]\'','\'(-inf--2.6]\'',b,'\'(-inf-0.9]\'','\'(-inf-0.8]\'','\'(-inf-0.7]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'All\'','\'All\'','\'All\'','\'(-inf-40200]\'','\'(-inf-40000]\'',0
b,b,N,'\'(-inf-259655]\'','\'(-inf-453.6]\'','\'(-inf-38.1]\'','\'(-inf--2.6]\'',b,'\'(-inf-0.9]\'','\'(-inf-0.8]\'','\'(-inf-0.7]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'All\'','\'All\'','\'All\'','\'(-inf-40200]\'','\'(-inf-40000]\'',0
b,b,N,'\'(-inf-259655]\'','\'(-inf-453.6]\'','\'(-inf-38.1]\'','\'(-inf--2.6]\'',b,'\'(-inf-0.9]\'','\'(-inf-0.8]\'','\'(-inf-0.7]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'All\'','\'All\'','\'All\'','\'(-inf-40200]\'','\'(-inf-40000]\'',0
b,b,N,'\'(-inf-259655]\'','\'(-inf-453.6]\'','\'(-inf-38.1]\'','\'(-inf--2.6]\'',b,'\'(-inf-0.9]\'','\'(-inf-0.8]\'','\'(-inf-0.7]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'All\'','\'All\'','\'All\'','\'(-inf-40200]\'','\'(-inf-40000]\'',0
b,b,N,'\'(-inf-259655]\'','\'(-inf-453.6]\'','\'(-inf-38.1]\'','\'(-inf--2.6]\'',b,'\'(-inf-0.9]\'','\'(-inf-0.8]\'','\'(-inf-0.7]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'All\'','\'All\'','\'All\'','\'(-inf-40200]\'','\'(-inf-40000]\'',0
b,b,N,'\'(-inf-259655]\'','\'(-inf-453.6]\'','\'(-inf-38.1]\'','\'(-inf--2.6]\'',b,'\'(-inf-0.9]\'','\'(-inf-0.8]\'','\'(-inf-0.7]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'All\'','\'All\'','\'All\'','\'(-inf-40200]\'','\'(-inf-40000]\'',0
b,b,N,'\'(-inf-259655]\'','\'(-inf-453.6]\'','\'(-inf-38.1]\'','\'(-inf--2.6]\'',b,'\'(-inf-0.9]\'','\'(-inf-0.8]\'','\'(-inf-0.7]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'All\'','\'All\'','\'All\'','\'(-inf-40200]\'','\'(-inf-40000]\'',0
b,b,N,'\'(-inf-259655]\'','\'(-inf-453.6]\'','\'(-inf-38.1]\'','\'(-inf--2.6]\'',b,'\'(-inf-0.9]\'','\'(-inf-0.8]\'','\'(-inf-0.7]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'All\'','\'All\'','\'All\'','\'(-inf-40200]\'','\'(-inf-40000]\'',0
b,b,N,'\'(-inf-259655]\'','\'(-inf-453.6]\'','\'(-inf-38.1]\'','\'(-inf--2.6]\'',b,'\'(-inf-0.9]\'','\'(-inf-0.8]\'','\'(-inf-0.7]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'All\'','\'All\'','\'All\'','\'(-inf-40200]\'','\'(-inf-40000]\'',0
b,b,N,'\'(-inf-259655]\'','\'(-inf-453.6]\'','\'(-inf-38.1]\'','\'(-inf--2.6]\'',b,'\'(-inf-0.9]\'','\'(-inf-0.8]\'','\'(-inf-0.7]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'All\'','\'All\'','\'All\'','\'(-inf-40200]\'','\'(-inf-40000]\'',0
b,b,N,'\'(-inf-259655]\'','\'(-inf-453.6]\'','\'(-inf-38.1]\'','\'(-inf--2.6]\'',b,'\'(-inf-0.9]\'','\'(-inf-0.8]\'','\'(-inf-0.7]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'All\'','\'All\'','\'All\'','\'(-inf-40200]\'','\'(-inf-40000]\'',0
a,b,N,'\'(-inf-259655]\'','\'(-inf-453.6]\'','\'(-inf-38.1]\'','\'(-inf--2.6]\'',a,'\'(0.9-1.8]\'','\'(0.8-1.6]\'','\'(-inf-0.7]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'All\'','\'All\'','\'All\'','\'(-inf-40200]\'','\'(-inf-40000]\'',0
a,b,N,'\'(-inf-259655]\'','\'(-inf-453.6]\'','\'(-inf-38.1]\'','\'(-inf--2.6]\'',a,'\'(-inf-0.9]\'','\'(-inf-0.8]\'','\'(-inf-0.7]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'All\'','\'All\'','\'All\'','\'(-inf-40200]\'','\'(-inf-40000]\'',0
a,b,N,'\'(-inf-259655]\'','\'(-inf-453.6]\'','\'(38.1-172.2]\'','\'(-2.6-90.8]\'',a,'\'(-inf-0.9]\'','\'(-inf-0.8]\'','\'(-inf-0.7]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'All\'','\'All\'','\'All\'','\'(-inf-40200]\'','\'(-inf-40000]\'',0
a,b,N,'\'(-inf-259655]\'','\'(-inf-453.6]\'','\'(-inf-38.1]\'','\'(-inf--2.6]\'',a,'\'(-inf-0.9]\'','\'(-inf-0.8]\'','\'(-inf-0.7]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'All\'','\'All\'','\'All\'','\'(-inf-40200]\'','\'(-inf-40000]\'',0
a,b,N,'\'(-inf-259655]\'','\'(-inf-453.6]\'','\'(172.2-306.3]\'','\'(-2.6-90.8]\'',a,'\'(-inf-0.9]\'','\'(-inf-0.8]\'','\'(-inf-0.7]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'All\'','\'All\'','\'All\'','\'(-inf-40200]\'','\'(-inf-40000]\'',0
a,b,N,'\'(-inf-259655]\'','\'(-inf-453.6]\'','\'(-inf-38.1]\'','\'(-inf--2.6]\'',a,'\'(-inf-0.9]\'','\'(-inf-0.8]\'','\'(-inf-0.7]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'All\'','\'All\'','\'All\'','\'(-inf-40200]\'','\'(-inf-40000]\'',0
a,b,N,'\'(-inf-259655]\'','\'(-inf-453.6]\'','\'(-inf-38.1]\'','\'(-inf--2.6]\'',a,'\'(0.9-1.8]\'','\'(-inf-0.8]\'','\'(0.7-1.4]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'All\'','\'All\'','\'All\'','\'(-inf-40200]\'','\'(-inf-40000]\'',0
a,b,N,'\'(-inf-259655]\'','\'(-inf-453.6]\'','\'(-inf-38.1]\'','\'(-inf--2.6]\'',a,'\'(-inf-0.9]\'','\'(-inf-0.8]\'','\'(-inf-0.7]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'All\'','\'All\'','\'All\'','\'(-inf-40200]\'','\'(-inf-40000]\'',0
a,b,N,'\'(-inf-259655]\'','\'(-inf-453.6]\'','\'(-inf-38.1]\'','\'(-inf--2.6]\'',a,'\'(-inf-0.9]\'','\'(-inf-0.8]\'','\'(-inf-0.7]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'All\'','\'All\'','\'All\'','\'(-inf-40200]\'','\'(-inf-40000]\'',0
a,b,N,'\'(-inf-259655]\'','\'(-inf-453.6]\'','\'(-inf-38.1]\'','\'(-inf--2.6]\'',a,'\'(-inf-0.9]\'','\'(-inf-0.8]\'','\'(-inf-0.7]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'All\'','\'All\'','\'All\'','\'(-inf-40200]\'','\'(-inf-40000]\'',0
a,b,N,'\'(-inf-259655]\'','\'(-inf-453.6]\'','\'(-inf-38.1]\'','\'(-inf--2.6]\'',a,'\'(-inf-0.9]\'','\'(-inf-0.8]\'','\'(-inf-0.7]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'All\'','\'All\'','\'All\'','\'(-inf-40200]\'','\'(-inf-40000]\'',0
a,b,W,'\'(-inf-259655]\'','\'(-inf-453.6]\'','\'(-inf-38.1]\'','\'(-inf--2.6]\'',a,'\'(-inf-0.9]\'','\'(-inf-0.8]\'','\'(-inf-0.7]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'All\'','\'All\'','\'All\'','\'(-inf-40200]\'','\'(-inf-40000]\'',0
a,b,W,'\'(-inf-259655]\'','\'(-inf-453.6]\'','\'(-inf-38.1]\'','\'(-inf--2.6]\'',a,'\'(-inf-0.9]\'','\'(-inf-0.8]\'','\'(-inf-0.7]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'All\'','\'All\'','\'All\'','\'(-inf-40200]\'','\'(-inf-40000]\'',0
a,b,W,'\'(-inf-259655]\'','\'(-inf-453.6]\'','\'(-inf-38.1]\'','\'(-inf--2.6]\'',a,'\'(-inf-0.9]\'','\'(-inf-0.8]\'','\'(-inf-0.7]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'All\'','\'All\'','\'All\'','\'(-inf-40200]\'','\'(-inf-40000]\'',0
a,b,W,'\'(-inf-259655]\'','\'(453.6-905.2]\'','\'(38.1-172.2]\'','\'(-2.6-90.8]\'',a,'\'(-inf-0.9]\'','\'(-inf-0.8]\'','\'(-inf-0.7]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'All\'','\'All\'','\'All\'','\'(-inf-40200]\'','\'(-inf-40000]\'',0
a,b,W,'\'(-inf-259655]\'','\'(-inf-453.6]\'','\'(-inf-38.1]\'','\'(-inf--2.6]\'',a,'\'(-inf-0.9]\'','\'(-inf-0.8]\'','\'(-inf-0.7]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'All\'','\'All\'','\'All\'','\'(-inf-40200]\'','\'(-inf-40000]\'',0
a,a,W,'\'(-inf-259655]\'','\'(-inf-453.6]\'','\'(-inf-38.1]\'','\'(-inf--2.6]\'',a,'\'(-inf-0.9]\'','\'(-inf-0.8]\'','\'(-inf-0.7]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'All\'','\'All\'','\'All\'','\'(-inf-40200]\'','\'(-inf-40000]\'',0
a,a,W,'\'(-inf-259655]\'','\'(-inf-453.6]\'','\'(-inf-38.1]\'','\'(-inf--2.6]\'',a,'\'(0.9-1.8]\'','\'(0.8-1.6]\'','\'(-inf-0.7]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'All\'','\'All\'','\'All\'','\'(-inf-40200]\'','\'(-inf-40000]\'',0
a,a,W,'\'(-inf-259655]\'','\'(453.6-905.2]\'','\'(38.1-172.2]\'','\'(-2.6-90.8]\'',a,'\'(2.7-3.6]\'','\'(-inf-0.8]\'','\'(2.8-3.5]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'All\'','\'All\'','\'All\'','\'(-inf-40200]\'','\'(-inf-40000]\'',0
a,a,W,'\'(-inf-259655]\'','\'(453.6-905.2]\'','\'(38.1-172.2]\'','\'(-2.6-90.8]\'',a,'\'(1.8-2.7]\'','\'(0.8-1.6]\'','\'(0.7-1.4]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'All\'','\'All\'','\'All\'','\'(-inf-40200]\'','\'(-inf-40000]\'',0
a,a,W,'\'(-inf-259655]\'','\'(-inf-453.6]\'','\'(-inf-38.1]\'','\'(-inf--2.6]\'',a,'\'(-inf-0.9]\'','\'(-inf-0.8]\'','\'(-inf-0.7]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'All\'','\'All\'','\'All\'','\'(-inf-40200]\'','\'(-inf-40000]\'',0
a,a,W,'\'(-inf-259655]\'','\'(453.6-905.2]\'','\'(-inf-38.1]\'','\'(-inf--2.6]\'',a,'\'(-inf-0.9]\'','\'(-inf-0.8]\'','\'(-inf-0.7]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'All\'','\'All\'','\'All\'','\'(-inf-40200]\'','\'(-inf-40000]\'',0
a,a,W,'\'(-inf-259655]\'','\'(453.6-905.2]\'','\'(-inf-38.1]\'','\'(-inf--2.6]\'',a,'\'(-inf-0.9]\'','\'(-inf-0.8]\'','\'(-inf-0.7]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'All\'','\'All\'','\'All\'','\'(-inf-40200]\'','\'(-inf-40000]\'',0
a,a,W,'\'(-inf-259655]\'','\'(453.6-905.2]\'','\'(38.1-172.2]\'','\'(-2.6-90.8]\'',a,'\'(0.9-1.8]\'','\'(-inf-0.8]\'','\'(0.7-1.4]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'All\'','\'All\'','\'All\'','\'(-inf-40200]\'','\'(-inf-40000]\'',0
a,a,W,'\'(-inf-259655]\'','\'(453.6-905.2]\'','\'(-inf-38.1]\'','\'(-inf--2.6]\'',a,'\'(-inf-0.9]\'','\'(-inf-0.8]\'','\'(-inf-0.7]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'All\'','\'All\'','\'All\'','\'(-inf-40200]\'','\'(-inf-40000]\'',0
a,a,N,'\'(-inf-259655]\'','\'(-inf-453.6]\'','\'(38.1-172.2]\'','\'(-2.6-90.8]\'',a,'\'(0.9-1.8]\'','\'(0.8-1.6]\'','\'(-inf-0.7]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'All\'','\'All\'','\'All\'','\'(-inf-40200]\'','\'(-inf-40000]\'',0
a,a,W,'\'(-inf-259655]\'','\'(453.6-905.2]\'','\'(38.1-172.2]\'','\'(-2.6-90.8]\'',a,'\'(-inf-0.9]\'','\'(-inf-0.8]\'','\'(-inf-0.7]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'All\'','\'All\'','\'All\'','\'(-inf-40200]\'','\'(-inf-40000]\'',0
a,a,W,'\'(-inf-259655]\'','\'(905.2-1356.8]\'','\'(172.2-306.3]\'','\'(-2.6-90.8]\'',a,'\'(-inf-0.9]\'','\'(-inf-0.8]\'','\'(-inf-0.7]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'All\'','\'All\'','\'All\'','\'(-inf-40200]\'','\'(-inf-40000]\'',0
