nHM,piPC09,PCD,X2Av,MLOGP,ON1V,N-072,B02[C-N],F04[C-O],Class
'\'(-inf-1.2]\'','\'(1.8632-2.7948]\'','\'(0.59-1.18]\'','\'(-inf-0.304]\'','\'(1.124-2.152]\'','\'(1.502-2.213]\'','\'(1.8-2.1]\'','\'(0.9-inf)\'','\'(5-7.5]\'',1
'\'(4.8-6]\'','\'(6.5212-7.4528]\'','\'(1.77-2.36]\'','\'(-inf-0.304]\'','\'(5.236-6.264]\'','\'(0.791-1.502]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(-inf-2.5]\'',1
'\'(-inf-1.2]\'','\'(2.7948-3.7264]\'','\'(1.18-1.77]\'','\'(-inf-0.304]\'','\'(1.124-2.152]\'','\'(1.502-2.213]\'','\'(0.9-1.2]\'','\'(0.9-inf)\'','\'(2.5-5]\'',1
'\'(1.2-2.4]\'','\'(-inf-0.9316]\'','\'(1.18-1.77]\'','\'(-inf-0.304]\'','\'(2.152-3.18]\'','\'(-inf-0.791]\'','\'(-inf-0.3]\'','\'(0.9-inf)\'','\'(2.5-5]\'',1
'\'(3.6-4.8]\'','\'(-inf-0.9316]\'','\'(-inf-0.59]\'','\'(0.304-0.518]\'','\'(3.18-4.208]\'','\'(-inf-0.791]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(-inf-2.5]\'',3
'\'(3.6-4.8]\'','\'(5.5896-6.5212]\'','\'(1.77-2.36]\'','\'(-inf-0.304]\'','\'(5.236-6.264]\'','\'(0.791-1.502]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(-inf-2.5]\'',1
'\'(3.6-4.8]\'','\'(5.5896-6.5212]\'','\'(1.77-2.36]\'','\'(-inf-0.304]\'','\'(5.236-6.264]\'','\'(0.791-1.502]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(-inf-2.5]\'',1
'\'(3.6-4.8]\'','\'(5.5896-6.5212]\'','\'(1.77-2.36]\'','\'(-inf-0.304]\'','\'(5.236-6.264]\'','\'(0.791-1.502]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(-inf-2.5]\'',1
'\'(4.8-6]\'','\'(6.5212-7.4528]\'','\'(1.77-2.36]\'','\'(-inf-0.304]\'','\'(5.236-6.264]\'','\'(0.791-1.502]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(-inf-2.5]\'',1
'\'(-inf-1.2]\'','\'(5.5896-6.5212]\'','\'(1.77-2.36]\'','\'(-inf-0.304]\'','\'(3.18-4.208]\'','\'(1.502-2.213]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(2.5-5]\'',1
'\'(7.2-8.4]\'','\'(7.4528-8.3844]\'','\'(2.36-2.95]\'','\'(-inf-0.304]\'','\'(4.208-5.236]\'','\'(0.791-1.502]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(2.5-5]\'',3
'\'(4.8-6]\'','\'(6.5212-7.4528]\'','\'(1.77-2.36]\'','\'(-inf-0.304]\'','\'(6.264-7.292]\'','\'(0.791-1.502]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(-inf-2.5]\'',2
'\'(1.2-2.4]\'','\'(-inf-0.9316]\'','\'(-inf-0.59]\'','\'(0.304-0.518]\'','\'(1.124-2.152]\'','\'(0.791-1.502]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(-inf-2.5]\'',1
'\'(1.2-2.4]\'','\'(2.7948-3.7264]\'','\'(1.18-1.77]\'','\'(-inf-0.304]\'','\'(2.152-3.18]\'','\'(0.791-1.502]\'','\'(1.8-2.1]\'','\'(0.9-inf)\'','\'(-inf-2.5]\'',3
'\'(1.2-2.4]\'','\'(3.7264-4.658]\'','\'(1.18-1.77]\'','\'(-inf-0.304]\'','\'(2.152-3.18]\'','\'(0.791-1.502]\'','\'(1.8-2.1]\'','\'(0.9-inf)\'','\'(2.5-5]\'',3
'\'(-inf-1.2]\'','\'(5.5896-6.5212]\'','\'(2.95-3.54]\'','\'(-inf-0.304]\'','\'(4.208-5.236]\'','\'(2.213-2.924]\'','\'(-inf-0.3]\'','\'(0.9-inf)\'','\'(-inf-2.5]\'',3
'\'(-inf-1.2]\'','\'(5.5896-6.5212]\'','\'(1.18-1.77]\'','\'(-inf-0.304]\'','\'(6.264-7.292]\'','\'(6.479-inf)\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(22.5-inf)\'',3
'\'(3.6-4.8]\'','\'(5.5896-6.5212]\'','\'(1.77-2.36]\'','\'(-inf-0.304]\'','\'(5.236-6.264]\'','\'(0.791-1.502]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(-inf-2.5]\'',1
'\'(3.6-4.8]\'','\'(5.5896-6.5212]\'','\'(1.77-2.36]\'','\'(-inf-0.304]\'','\'(5.236-6.264]\'','\'(0.791-1.502]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(-inf-2.5]\'',1
'\'(1.2-2.4]\'','\'(4.658-5.5896]\'','\'(1.18-1.77]\'','\'(-inf-0.304]\'','\'(2.152-3.18]\'','\'(2.213-2.924]\'','\'(-inf-0.3]\'','\'(0.9-inf)\'','\'(7.5-10]\'',3
'\'(-inf-1.2]\'','\'(3.7264-4.658]\'','\'(1.18-1.77]\'','\'(-inf-0.304]\'','\'(-0.932-0.096]\'','\'(0.791-1.502]\'','\'(0.9-1.2]\'','\'(0.9-inf)\'','\'(5-7.5]\'',1
'\'(3.6-4.8]\'','\'(6.5212-7.4528]\'','\'(2.36-2.95]\'','\'(-inf-0.304]\'','\'(3.18-4.208]\'','\'(0.791-1.502]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(2.5-5]\'',3
'\'(1.2-2.4]\'','\'(6.5212-7.4528]\'','\'(2.36-2.95]\'','\'(-inf-0.304]\'','\'(1.124-2.152]\'','\'(0.791-1.502]\'','\'(-inf-0.3]\'','\'(0.9-inf)\'','\'(7.5-10]\'',1
'\'(-inf-1.2]\'','\'(1.8632-2.7948]\'','\'(-inf-0.59]\'','\'(-inf-0.304]\'','\'(3.18-4.208]\'','\'(0.791-1.502]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(-inf-2.5]\'',2
'\'(-inf-1.2]\'','\'(2.7948-3.7264]\'','\'(-inf-0.59]\'','\'(-inf-0.304]\'','\'(4.208-5.236]\'','\'(0.791-1.502]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(-inf-2.5]\'',2
'\'(1.2-2.4]\'','\'(2.7948-3.7264]\'','\'(1.18-1.77]\'','\'(0.304-0.518]\'','\'(1.124-2.152]\'','\'(0.791-1.502]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(2.5-5]\'',1
'\'(-inf-1.2]\'','\'(4.658-5.5896]\'','\'(1.18-1.77]\'','\'(-inf-0.304]\'','\'(3.18-4.208]\'','\'(2.213-2.924]\'','\'(-inf-0.3]\'','\'(0.9-inf)\'','\'(7.5-10]\'',1
'\'(2.4-3.6]\'','\'(5.5896-6.5212]\'','\'(1.77-2.36]\'','\'(-inf-0.304]\'','\'(3.18-4.208]\'','\'(0.791-1.502]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(2.5-5]\'',3
'\'(1.2-2.4]\'','\'(6.5212-7.4528]\'','\'(2.36-2.95]\'','\'(-inf-0.304]\'','\'(2.152-3.18]\'','\'(0.791-1.502]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(2.5-5]\'',3
'\'(-inf-1.2]\'','\'(1.8632-2.7948]\'','\'(0.59-1.18]\'','\'(-inf-0.304]\'','\'(1.124-2.152]\'','\'(1.502-2.213]\'','\'(1.8-2.1]\'','\'(0.9-inf)\'','\'(-inf-2.5]\'',1
'\'(-inf-1.2]\'','\'(4.658-5.5896]\'','\'(1.18-1.77]\'','\'(-inf-0.304]\'','\'(2.152-3.18]\'','\'(2.213-2.924]\'','\'(0.9-1.2]\'','\'(0.9-inf)\'','\'(2.5-5]\'',3
'\'(4.8-6]\'','\'(3.7264-4.658]\'','\'(1.18-1.77]\'','\'(0.304-0.518]\'','\'(3.18-4.208]\'','\'(1.502-2.213]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(5-7.5]\'',1
'\'(3.6-4.8]\'','\'(-inf-0.9316]\'','\'(1.18-1.77]\'','\'(-inf-0.304]\'','\'(3.18-4.208]\'','\'(-inf-0.791]\'','\'(-inf-0.3]\'','\'(0.9-inf)\'','\'(-inf-2.5]\'',1
'\'(1.2-2.4]\'','\'(5.5896-6.5212]\'','\'(1.77-2.36]\'','\'(-inf-0.304]\'','\'(4.208-5.236]\'','\'(0.791-1.502]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(-inf-2.5]\'',1
'\'(1.2-2.4]\'','\'(5.5896-6.5212]\'','\'(1.77-2.36]\'','\'(-inf-0.304]\'','\'(4.208-5.236]\'','\'(0.791-1.502]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(-inf-2.5]\'',1
'\'(4.8-6]\'','\'(6.5212-7.4528]\'','\'(1.77-2.36]\'','\'(-inf-0.304]\'','\'(6.264-7.292]\'','\'(0.791-1.502]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(-inf-2.5]\'',2
'\'(4.8-6]\'','\'(6.5212-7.4528]\'','\'(1.77-2.36]\'','\'(-inf-0.304]\'','\'(6.264-7.292]\'','\'(0.791-1.502]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(-inf-2.5]\'',2
'\'(6-7.2]\'','\'(6.5212-7.4528]\'','\'(1.77-2.36]\'','\'(-inf-0.304]\'','\'(6.264-7.292]\'','\'(0.791-1.502]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(-inf-2.5]\'',2
'\'(-inf-1.2]\'','\'(4.658-5.5896]\'','\'(1.77-2.36]\'','\'(-inf-0.304]\'','\'(3.18-4.208]\'','\'(1.502-2.213]\'','\'(1.8-2.1]\'','\'(0.9-inf)\'','\'(2.5-5]\'',1
'\'(1.2-2.4]\'','\'(5.5896-6.5212]\'','\'(1.77-2.36]\'','\'(-inf-0.304]\'','\'(2.152-3.18]\'','\'(1.502-2.213]\'','\'(-inf-0.3]\'','\'(0.9-inf)\'','\'(2.5-5]\'',3
'\'(3.6-4.8]\'','\'(5.5896-6.5212]\'','\'(1.77-2.36]\'','\'(-inf-0.304]\'','\'(5.236-6.264]\'','\'(0.791-1.502]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(-inf-2.5]\'',1
'\'(7.2-8.4]\'','\'(6.5212-7.4528]\'','\'(1.77-2.36]\'','\'(-inf-0.304]\'','\'(6.264-7.292]\'','\'(0.791-1.502]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(-inf-2.5]\'',2
'\'(6-7.2]\'','\'(6.5212-7.4528]\'','\'(2.36-2.95]\'','\'(-inf-0.304]\'','\'(4.208-5.236]\'','\'(0.791-1.502]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(2.5-5]\'',3
'\'(1.2-2.4]\'','\'(4.658-5.5896]\'','\'(1.18-1.77]\'','\'(-inf-0.304]\'','\'(2.152-3.18]\'','\'(2.213-2.924]\'','\'(-inf-0.3]\'','\'(0.9-inf)\'','\'(12.5-15]\'',3
'\'(3.6-4.8]\'','\'(5.5896-6.5212]\'','\'(1.77-2.36]\'','\'(-inf-0.304]\'','\'(5.236-6.264]\'','\'(0.791-1.502]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(-inf-2.5]\'',1
'\'(1.2-2.4]\'','\'(4.658-5.5896]\'','\'(1.18-1.77]\'','\'(-inf-0.304]\'','\'(1.124-2.152]\'','\'(1.502-2.213]\'','\'(2.7-inf)\'','\'(0.9-inf)\'','\'(7.5-10]\'',1
'\'(-inf-1.2]\'','\'(2.7948-3.7264]\'','\'(-inf-0.59]\'','\'(-inf-0.304]\'','\'(4.208-5.236]\'','\'(0.791-1.502]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(-inf-2.5]\'',2
'\'(-inf-1.2]\'','\'(3.7264-4.658]\'','\'(-inf-0.59]\'','\'(-inf-0.304]\'','\'(6.264-7.292]\'','\'(1.502-2.213]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(-inf-2.5]\'',2
'\'(-inf-1.2]\'','\'(3.7264-4.658]\'','\'(1.18-1.77]\'','\'(-inf-0.304]\'','\'(2.152-3.18]\'','\'(1.502-2.213]\'','\'(0.9-1.2]\'','\'(-inf-0.1]\'','\'(2.5-5]\'',3
'\'(2.4-3.6]\'','\'(5.5896-6.5212]\'','\'(1.77-2.36]\'','\'(-inf-0.304]\'','\'(5.236-6.264]\'','\'(0.791-1.502]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(-inf-2.5]\'',1
'\'(4.8-6]\'','\'(5.5896-6.5212]\'','\'(1.77-2.36]\'','\'(-inf-0.304]\'','\'(5.236-6.264]\'','\'(0.791-1.502]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(-inf-2.5]\'',1
'\'(1.2-2.4]\'','\'(4.658-5.5896]\'','\'(1.18-1.77]\'','\'(-inf-0.304]\'','\'(1.124-2.152]\'','\'(0.791-1.502]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(2.5-5]\'',1
'\'(1.2-2.4]\'','\'(4.658-5.5896]\'','\'(1.18-1.77]\'','\'(-inf-0.304]\'','\'(1.124-2.152]\'','\'(0.791-1.502]\'','\'(0.9-1.2]\'','\'(0.9-inf)\'','\'(5-7.5]\'',2
'\'(4.8-6]\'','\'(5.5896-6.5212]\'','\'(1.77-2.36]\'','\'(-inf-0.304]\'','\'(5.236-6.264]\'','\'(0.791-1.502]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(-inf-2.5]\'',1
'\'(4.8-6]\'','\'(5.5896-6.5212]\'','\'(1.77-2.36]\'','\'(-inf-0.304]\'','\'(5.236-6.264]\'','\'(0.791-1.502]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(-inf-2.5]\'',2
'\'(4.8-6]\'','\'(6.5212-7.4528]\'','\'(1.77-2.36]\'','\'(-inf-0.304]\'','\'(6.264-7.292]\'','\'(0.791-1.502]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(-inf-2.5]\'',2
'\'(4.8-6]\'','\'(6.5212-7.4528]\'','\'(1.77-2.36]\'','\'(-inf-0.304]\'','\'(6.264-7.292]\'','\'(0.791-1.502]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(-inf-2.5]\'',2
'\'(4.8-6]\'','\'(6.5212-7.4528]\'','\'(2.36-2.95]\'','\'(-inf-0.304]\'','\'(6.264-7.292]\'','\'(0.791-1.502]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(-inf-2.5]\'',2
'\'(2.4-3.6]\'','\'(5.5896-6.5212]\'','\'(1.77-2.36]\'','\'(-inf-0.304]\'','\'(5.236-6.264]\'','\'(0.791-1.502]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(-inf-2.5]\'',1
'\'(2.4-3.6]\'','\'(5.5896-6.5212]\'','\'(1.77-2.36]\'','\'(-inf-0.304]\'','\'(5.236-6.264]\'','\'(0.791-1.502]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(-inf-2.5]\'',1
'\'(3.6-4.8]\'','\'(5.5896-6.5212]\'','\'(1.77-2.36]\'','\'(-inf-0.304]\'','\'(5.236-6.264]\'','\'(0.791-1.502]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(-inf-2.5]\'',1
'\'(7.2-8.4]\'','\'(7.4528-8.3844]\'','\'(2.95-3.54]\'','\'(-inf-0.304]\'','\'(5.236-6.264]\'','\'(0.791-1.502]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(-inf-2.5]\'',3
'\'(4.8-6]\'','\'(6.5212-7.4528]\'','\'(2.36-2.95]\'','\'(-inf-0.304]\'','\'(4.208-5.236]\'','\'(0.791-1.502]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(2.5-5]\'',1
'\'(2.4-3.6]\'','\'(6.5212-7.4528]\'','\'(2.36-2.95]\'','\'(-inf-0.304]\'','\'(3.18-4.208]\'','\'(0.791-1.502]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(2.5-5]\'',3
'\'(-inf-1.2]\'','\'(5.5896-6.5212]\'','\'(1.77-2.36]\'','\'(-inf-0.304]\'','\'(3.18-4.208]\'','\'(2.213-2.924]\'','\'(-inf-0.3]\'','\'(0.9-inf)\'','\'(12.5-15]\'',3
'\'(1.2-2.4]\'','\'(5.5896-6.5212]\'','\'(1.18-1.77]\'','\'(-inf-0.304]\'','\'(3.18-4.208]\'','\'(1.502-2.213]\'','\'(0.9-1.2]\'','\'(0.9-inf)\'','\'(5-7.5]\'',1
'\'(7.2-8.4]\'','\'(6.5212-7.4528]\'','\'(2.36-2.95]\'','\'(-inf-0.304]\'','\'(6.264-7.292]\'','\'(0.791-1.502]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(-inf-2.5]\'',2
'\'(4.8-6]\'','\'(6.5212-7.4528]\'','\'(2.36-2.95]\'','\'(-inf-0.304]\'','\'(4.208-5.236]\'','\'(0.791-1.502]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(2.5-5]\'',1
'\'(-inf-1.2]\'','\'(4.658-5.5896]\'','\'(1.18-1.77]\'','\'(-inf-0.304]\'','\'(3.18-4.208]\'','\'(2.213-2.924]\'','\'(-inf-0.3]\'','\'(0.9-inf)\'','\'(7.5-10]\'',1
'\'(1.2-2.4]\'','\'(0.9316-1.8632]\'','\'(-inf-0.59]\'','\'(0.304-0.518]\'','\'(4.208-5.236]\'','\'(2.213-2.924]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(-inf-2.5]\'',3
'\'(-inf-1.2]\'','\'(4.658-5.5896]\'','\'(-inf-0.59]\'','\'(0.518-0.732]\'','\'(5.236-6.264]\'','\'(4.346-5.057]\'','\'(-inf-0.3]\'','\'(0.9-inf)\'','\'(-inf-2.5]\'',1
'\'(-inf-1.2]\'','\'(6.5212-7.4528]\'','\'(2.36-2.95]\'','\'(-inf-0.304]\'','\'(4.208-5.236]\'','\'(2.213-2.924]\'','\'(-inf-0.3]\'','\'(0.9-inf)\'','\'(-inf-2.5]\'',3
'\'(3.6-4.8]\'','\'(5.5896-6.5212]\'','\'(1.77-2.36]\'','\'(-inf-0.304]\'','\'(5.236-6.264]\'','\'(0.791-1.502]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(-inf-2.5]\'',2
'\'(3.6-4.8]\'','\'(5.5896-6.5212]\'','\'(1.77-2.36]\'','\'(-inf-0.304]\'','\'(5.236-6.264]\'','\'(0.791-1.502]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(-inf-2.5]\'',1
'\'(3.6-4.8]\'','\'(5.5896-6.5212]\'','\'(2.36-2.95]\'','\'(-inf-0.304]\'','\'(5.236-6.264]\'','\'(0.791-1.502]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(-inf-2.5]\'',1
'\'(4.8-6]\'','\'(5.5896-6.5212]\'','\'(1.77-2.36]\'','\'(-inf-0.304]\'','\'(5.236-6.264]\'','\'(0.791-1.502]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(-inf-2.5]\'',2
'\'(-inf-1.2]\'','\'(4.658-5.5896]\'','\'(1.18-1.77]\'','\'(-inf-0.304]\'','\'(2.152-3.18]\'','\'(2.924-3.635]\'','\'(-inf-0.3]\'','\'(0.9-inf)\'','\'(2.5-5]\'',2
'\'(3.6-4.8]\'','\'(6.5212-7.4528]\'','\'(1.77-2.36]\'','\'(-inf-0.304]\'','\'(4.208-5.236]\'','\'(2.213-2.924]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(2.5-5]\'',3
'\'(1.2-2.4]\'','\'(6.5212-7.4528]\'','\'(2.36-2.95]\'','\'(-inf-0.304]\'','\'(3.18-4.208]\'','\'(1.502-2.213]\'','\'(-inf-0.3]\'','\'(0.9-inf)\'','\'(12.5-15]\'',1
'\'(-inf-1.2]\'','\'(6.5212-7.4528]\'','\'(2.36-2.95]\'','\'(-inf-0.304]\'','\'(3.18-4.208]\'','\'(1.502-2.213]\'','\'(-inf-0.3]\'','\'(0.9-inf)\'','\'(5-7.5]\'',1
'\'(-inf-1.2]\'','\'(5.5896-6.5212]\'','\'(1.18-1.77]\'','\'(-inf-0.304]\'','\'(3.18-4.208]\'','\'(1.502-2.213]\'','\'(-inf-0.3]\'','\'(0.9-inf)\'','\'(5-7.5]\'',1
'\'(-inf-1.2]\'','\'(-inf-0.9316]\'','\'(1.18-1.77]\'','\'(-inf-0.304]\'','\'(-0.932-0.096]\'','\'(-inf-0.791]\'','\'(-inf-0.3]\'','\'(0.9-inf)\'','\'(-inf-2.5]\'',1
'\'(2.4-3.6]\'','\'(5.5896-6.5212]\'','\'(1.77-2.36]\'','\'(-inf-0.304]\'','\'(3.18-4.208]\'','\'(0.791-1.502]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(2.5-5]\'',1
'\'(-inf-1.2]\'','\'(5.5896-6.5212]\'','\'(1.77-2.36]\'','\'(-inf-0.304]\'','\'(1.124-2.152]\'','\'(1.502-2.213]\'','\'(-inf-0.3]\'','\'(0.9-inf)\'','\'(-inf-2.5]\'',1
'\'(-inf-1.2]\'','\'(5.5896-6.5212]\'','\'(2.36-2.95]\'','\'(-inf-0.304]\'','\'(1.124-2.152]\'','\'(0.791-1.502]\'','\'(-inf-0.3]\'','\'(0.9-inf)\'','\'(-inf-2.5]\'',1
'\'(-inf-1.2]\'','\'(6.5212-7.4528]\'','\'(2.95-3.54]\'','\'(-inf-0.304]\'','\'(2.152-3.18]\'','\'(1.502-2.213]\'','\'(-inf-0.3]\'','\'(0.9-inf)\'','\'(5-7.5]\'',3
'\'(-inf-1.2]\'','\'(-inf-0.9316]\'','\'(1.18-1.77]\'','\'(-inf-0.304]\'','\'(3.18-4.208]\'','\'(0.791-1.502]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(-inf-2.5]\'',1
'\'(-inf-1.2]\'','\'(3.7264-4.658]\'','\'(0.59-1.18]\'','\'(-inf-0.304]\'','\'(3.18-4.208]\'','\'(1.502-2.213]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(-inf-2.5]\'',1
'\'(2.4-3.6]\'','\'(3.7264-4.658]\'','\'(1.18-1.77]\'','\'(-inf-0.304]\'','\'(2.152-3.18]\'','\'(0.791-1.502]\'','\'(-inf-0.3]\'','\'(0.9-inf)\'','\'(7.5-10]\'',3
'\'(4.8-6]\'','\'(5.5896-6.5212]\'','\'(1.77-2.36]\'','\'(-inf-0.304]\'','\'(5.236-6.264]\'','\'(1.502-2.213]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(-inf-2.5]\'',3
'\'(1.2-2.4]\'','\'(-inf-0.9316]\'','\'(1.18-1.77]\'','\'(-inf-0.304]\'','\'(2.152-3.18]\'','\'(-inf-0.791]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(2.5-5]\'',3
'\'(-inf-1.2]\'','\'(8.3844-inf)\'','\'(5.31-inf)\'','\'(-inf-0.304]\'','\'(5.236-6.264]\'','\'(1.502-2.213]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(-inf-2.5]\'',3
'\'(2.4-3.6]\'','\'(-inf-0.9316]\'','\'(1.18-1.77]\'','\'(-inf-0.304]\'','\'(3.18-4.208]\'','\'(-inf-0.791]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(-inf-2.5]\'',1
'\'(-inf-1.2]\'','\'(-inf-0.9316]\'','\'(-inf-0.59]\'','\'(-inf-0.304]\'','\'(1.124-2.152]\'','\'(1.502-2.213]\'','\'(-inf-0.3]\'','\'(0.9-inf)\'','\'(-inf-2.5]\'',1
'\'(-inf-1.2]\'','\'(-inf-0.9316]\'','\'(1.18-1.77]\'','\'(-inf-0.304]\'','\'(-0.932-0.096]\'','\'(-inf-0.791]\'','\'(-inf-0.3]\'','\'(0.9-inf)\'','\'(-inf-2.5]\'',1
'\'(-inf-1.2]\'','\'(-inf-0.9316]\'','\'(1.18-1.77]\'','\'(-inf-0.304]\'','\'(0.096-1.124]\'','\'(-inf-0.791]\'','\'(-inf-0.3]\'','\'(0.9-inf)\'','\'(-inf-2.5]\'',2
'\'(1.2-2.4]\'','\'(2.7948-3.7264]\'','\'(-inf-0.59]\'','\'(-inf-0.304]\'','\'(1.124-2.152]\'','\'(2.213-2.924]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(2.5-5]\'',1
'\'(1.2-2.4]\'','\'(5.5896-6.5212]\'','\'(1.77-2.36]\'','\'(-inf-0.304]\'','\'(3.18-4.208]\'','\'(1.502-2.213]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(12.5-15]\'',3
'\'(3.6-4.8]\'','\'(7.4528-8.3844]\'','\'(2.95-3.54]\'','\'(-inf-0.304]\'','\'(4.208-5.236]\'','\'(0.791-1.502]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(-inf-2.5]\'',3
'\'(-inf-1.2]\'','\'(3.7264-4.658]\'','\'(-inf-0.59]\'','\'(-inf-0.304]\'','\'(2.152-3.18]\'','\'(2.213-2.924]\'','\'(1.8-2.1]\'','\'(0.9-inf)\'','\'(2.5-5]\'',1
'\'(-inf-1.2]\'','\'(6.5212-7.4528]\'','\'(2.95-3.54]\'','\'(-inf-0.304]\'','\'(2.152-3.18]\'','\'(1.502-2.213]\'','\'(-inf-0.3]\'','\'(0.9-inf)\'','\'(10-12.5]\'',3
'\'(-inf-1.2]\'','\'(-inf-0.9316]\'','\'(-inf-0.59]\'','\'(0.304-0.518]\'','\'(0.096-1.124]\'','\'(-inf-0.791]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(-inf-2.5]\'',1
'\'(-inf-1.2]\'','\'(-inf-0.9316]\'','\'(1.18-1.77]\'','\'(-inf-0.304]\'','\'(1.124-2.152]\'','\'(-inf-0.791]\'','\'(-inf-0.3]\'','\'(0.9-inf)\'','\'(7.5-10]\'',1
'\'(1.2-2.4]\'','\'(-inf-0.9316]\'','\'(1.18-1.77]\'','\'(-inf-0.304]\'','\'(2.152-3.18]\'','\'(-inf-0.791]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(2.5-5]\'',3
'\'(-inf-1.2]\'','\'(6.5212-7.4528]\'','\'(2.36-2.95]\'','\'(-inf-0.304]\'','\'(4.208-5.236]\'','\'(2.924-3.635]\'','\'(-inf-0.3]\'','\'(0.9-inf)\'','\'(12.5-15]\'',3
'\'(1.2-2.4]\'','\'(5.5896-6.5212]\'','\'(1.77-2.36]\'','\'(-inf-0.304]\'','\'(4.208-5.236]\'','\'(0.791-1.502]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(-inf-2.5]\'',1
'\'(1.2-2.4]\'','\'(5.5896-6.5212]\'','\'(2.36-2.95]\'','\'(-inf-0.304]\'','\'(3.18-4.208]\'','\'(2.213-2.924]\'','\'(-inf-0.3]\'','\'(0.9-inf)\'','\'(12.5-15]\'',3
'\'(2.4-3.6]\'','\'(5.5896-6.5212]\'','\'(1.77-2.36]\'','\'(-inf-0.304]\'','\'(4.208-5.236]\'','\'(0.791-1.502]\'','\'(-inf-0.3]\'','\'(-inf-0.1]\'','\'(-inf-2.5]\'',1
