ID,Reason_for_absence,Month_of_absence,Day_of_the_week,Seasons,Transportation_expense,Distance_from_Residence_to_Work,Service_time,Age,Work_load_Average/day_,Hit_target,Disciplinary_failure,Education,Son,Social_drinker,Social_smoker,Pet,Weight,Height,Body_mass_index,Absenteeism_time_in_hours
28.0,23.0,'\'(10.8-inf)\'',4.0,4.0,'\'(199-226]\'','\'(23.8-28.5]\'','\'(6.6-9.4]\'','\'(-inf-30.1]\'','\'(275103.8-292400.5]\'','\'(96.2-98.1]\'',0.0,'\'(-inf-1.3]\'','\'(0.8-1.2]\'',0.0,0.0,'\'(1.6-2.4]\'','\'(66.4-71.6]\'','\'(166.3-169.6]\'','\'(22.8-24.7]\'','\'(-inf-12]\''
22.0,13.0,'\'(10.8-inf)\'',6.0,4.0,'\'(172-199]\'','\'(23.8-28.5]\'','\'(6.6-9.4]\'','\'(-inf-30.1]\'','\'(275103.8-292400.5]\'','\'(96.2-98.1]\'',0.0,'\'(2.8-3.1]\'','\'(-inf-0.4]\'',0.0,0.0,'\'(-inf-0.8]\'','\'(-inf-61.2]\'','\'(169.6-172.9]\'','\'(-inf-20.9]\'','\'(-inf-12]\''
28.0,23.0,'\'(10.8-inf)\'',6.0,4.0,'\'(199-226]\'','\'(23.8-28.5]\'','\'(6.6-9.4]\'','\'(-inf-30.1]\'','\'(275103.8-292400.5]\'','\'(96.2-98.1]\'',0.0,'\'(-inf-1.3]\'','\'(0.8-1.2]\'',0.0,0.0,'\'(1.6-2.4]\'','\'(66.4-71.6]\'','\'(166.3-169.6]\'','\'(22.8-24.7]\'','\'(-inf-12]\''
28.0,23.0,'\'(10.8-inf)\'',4.0,4.0,'\'(199-226]\'','\'(23.8-28.5]\'','\'(6.6-9.4]\'','\'(-inf-30.1]\'','\'(275103.8-292400.5]\'','\'(96.2-98.1]\'',0.0,'\'(-inf-1.3]\'','\'(0.8-1.2]\'',0.0,0.0,'\'(1.6-2.4]\'','\'(66.4-71.6]\'','\'(166.3-169.6]\'','\'(22.8-24.7]\'','\'(-inf-12]\''
10.0,14.0,'\'(10.8-inf)\'',5.0,4.0,'\'(334-361]\'','\'(47.3-inf)\'','\'(-inf-3.8]\'','\'(-inf-30.1]\'','\'(275103.8-292400.5]\'','\'(96.2-98.1]\'',0.0,'\'(-inf-1.3]\'','\'(0.8-1.2]\'',1.0,0.0,'\'(3.2-4]\'','\'(76.8-82]\'','\'(169.6-172.9]\'','\'(26.6-28.5]\'','\'(-inf-12]\''
17.0,18.0,'\'(10.8-inf)\'',6.0,4.0,'\'(172-199]\'','\'(19.1-23.8]\'','\'(15-17.8]\'','\'(39.4-42.5]\'','\'(275103.8-292400.5]\'','\'(96.2-98.1]\'',0.0,'\'(1.9-2.2]\'','\'(1.6-2]\'',0.0,1.0,'\'(-inf-0.8]\'','\'(61.2-66.4]\'','\'(169.6-172.9]\'','\'(20.9-22.8]\'','\'(-inf-12]\''
5.0,26.0,'\'(10.8-inf)\'',6.0,4.0,'\'(226-253]\'','\'(19.1-23.8]\'','\'(12.2-15]\'','\'(42.5-45.6]\'','\'(275103.8-292400.5]\'','\'(96.2-98.1]\'',0.0,'\'(-inf-1.3]\'','\'(0.8-1.2]\'',1.0,0.0,'\'(-inf-0.8]\'','\'(102.8-inf)\'','\'(166.3-169.6]\'','\'(36.1-inf)\'','\'(-inf-12]\''
12.0,18.0,'\'(10.8-inf)\'',2.0,4.0,'\'(226-253]\'','\'(47.3-inf)\'','\'(-inf-3.8]\'','\'(30.1-33.2]\'','\'(275103.8-292400.5]\'','\'(96.2-98.1]\'',0.0,'\'(1.9-2.2]\'','\'(0.8-1.2]\'',1.0,0.0,'\'(7.2-inf)\'','\'(66.4-71.6]\'','\'(176.2-179.5]\'','\'(20.9-22.8]\'','\'(-inf-12]\''
22.0,13.0,'\'(10.8-inf)\'',3.0,4.0,'\'(172-199]\'','\'(23.8-28.5]\'','\'(6.6-9.4]\'','\'(-inf-30.1]\'','\'(275103.8-292400.5]\'','\'(96.2-98.1]\'',0.0,'\'(2.8-3.1]\'','\'(-inf-0.4]\'',0.0,0.0,'\'(-inf-0.8]\'','\'(-inf-61.2]\'','\'(169.6-172.9]\'','\'(-inf-20.9]\'','\'(12-24]\''
28.0,23.0,'\'(10.8-inf)\'',3.0,4.0,'\'(199-226]\'','\'(23.8-28.5]\'','\'(6.6-9.4]\'','\'(-inf-30.1]\'','\'(275103.8-292400.5]\'','\'(96.2-98.1]\'',0.0,'\'(-inf-1.3]\'','\'(0.8-1.2]\'',0.0,0.0,'\'(1.6-2.4]\'','\'(66.4-71.6]\'','\'(166.3-169.6]\'','\'(22.8-24.7]\'','\'(-inf-12]\''
28.0,23.0,'\'(10.8-inf)\'',5.0,4.0,'\'(199-226]\'','\'(23.8-28.5]\'','\'(6.6-9.4]\'','\'(-inf-30.1]\'','\'(275103.8-292400.5]\'','\'(96.2-98.1]\'',0.0,'\'(-inf-1.3]\'','\'(0.8-1.2]\'',0.0,0.0,'\'(1.6-2.4]\'','\'(66.4-71.6]\'','\'(166.3-169.6]\'','\'(22.8-24.7]\'','\'(-inf-12]\''
28.0,23.0,'\'(10.8-inf)\'',2.0,4.0,'\'(199-226]\'','\'(23.8-28.5]\'','\'(6.6-9.4]\'','\'(-inf-30.1]\'','\'(275103.8-292400.5]\'','\'(96.2-98.1]\'',0.0,'\'(-inf-1.3]\'','\'(0.8-1.2]\'',0.0,0.0,'\'(1.6-2.4]\'','\'(66.4-71.6]\'','\'(166.3-169.6]\'','\'(22.8-24.7]\'','\'(-inf-12]\''
14.0,18.0,'\'(10.8-inf)\'',3.0,2.0,'\'(145-172]\'','\'(9.7-14.4]\'','\'(12.2-15]\'','\'(33.2-36.3]\'','\'(275103.8-292400.5]\'','\'(96.2-98.1]\'',0.0,'\'(-inf-1.3]\'','\'(1.6-2]\'',1.0,0.0,'\'(-inf-0.8]\'','\'(92.4-97.6]\'','\'(192.7-inf)\'','\'(24.7-26.6]\'','\'(72-84]\''
22.0,12.0,'\'(-inf-1.2]\'',2.0,2.0,'\'(172-199]\'','\'(23.8-28.5]\'','\'(6.6-9.4]\'','\'(-inf-30.1]\'','\'(309697.2-326993.9]\'','\'(94.3-96.2]\'',0.0,'\'(2.8-3.1]\'','\'(-inf-0.4]\'',0.0,0.0,'\'(-inf-0.8]\'','\'(-inf-61.2]\'','\'(169.6-172.9]\'','\'(-inf-20.9]\'','\'(12-24]\''
22.0,12.0,'\'(-inf-1.2]\'',5.0,2.0,'\'(172-199]\'','\'(23.8-28.5]\'','\'(6.6-9.4]\'','\'(-inf-30.1]\'','\'(309697.2-326993.9]\'','\'(94.3-96.2]\'',0.0,'\'(2.8-3.1]\'','\'(-inf-0.4]\'',0.0,0.0,'\'(-inf-0.8]\'','\'(-inf-61.2]\'','\'(169.6-172.9]\'','\'(-inf-20.9]\'','\'(12-24]\''
17.0,25.0,'\'(-inf-1.2]\'',5.0,2.0,'\'(172-199]\'','\'(19.1-23.8]\'','\'(15-17.8]\'','\'(39.4-42.5]\'','\'(309697.2-326993.9]\'','\'(94.3-96.2]\'',0.0,'\'(1.9-2.2]\'','\'(1.6-2]\'',0.0,1.0,'\'(-inf-0.8]\'','\'(61.2-66.4]\'','\'(169.6-172.9]\'','\'(20.9-22.8]\'','\'(-inf-12]\''
17.0,25.0,'\'(-inf-1.2]\'',6.0,2.0,'\'(172-199]\'','\'(19.1-23.8]\'','\'(15-17.8]\'','\'(39.4-42.5]\'','\'(309697.2-326993.9]\'','\'(94.3-96.2]\'',0.0,'\'(1.9-2.2]\'','\'(1.6-2]\'',0.0,1.0,'\'(-inf-0.8]\'','\'(61.2-66.4]\'','\'(169.6-172.9]\'','\'(20.9-22.8]\'','\'(-inf-12]\''
22.0,13.0,'\'(-inf-1.2]\'',2.0,2.0,'\'(172-199]\'','\'(23.8-28.5]\'','\'(6.6-9.4]\'','\'(-inf-30.1]\'','\'(309697.2-326993.9]\'','\'(94.3-96.2]\'',0.0,'\'(2.8-3.1]\'','\'(-inf-0.4]\'',0.0,0.0,'\'(-inf-0.8]\'','\'(-inf-61.2]\'','\'(169.6-172.9]\'','\'(-inf-20.9]\'','\'(-inf-12]\''
17.0,25.0,'\'(-inf-1.2]\'',4.0,2.0,'\'(172-199]\'','\'(19.1-23.8]\'','\'(15-17.8]\'','\'(39.4-42.5]\'','\'(309697.2-326993.9]\'','\'(94.3-96.2]\'',0.0,'\'(1.9-2.2]\'','\'(1.6-2]\'',0.0,1.0,'\'(-inf-0.8]\'','\'(61.2-66.4]\'','\'(169.6-172.9]\'','\'(20.9-22.8]\'','\'(-inf-12]\''
32.0,10.0,'\'(-inf-1.2]\'',5.0,2.0,'\'(280-307]\'','\'(47.3-inf)\'','\'(26.2-inf)\'','\'(48.7-51.8]\'','\'(309697.2-326993.9]\'','\'(94.3-96.2]\'',0.0,'\'(-inf-1.3]\'','\'(-inf-0.4]\'',0.0,0.0,'\'(1.6-2.4]\'','\'(102.8-inf)\'','\'(169.6-172.9]\'','\'(34.2-36.1]\'','\'(-inf-12]\''
17.0,18.0,'\'(-inf-1.2]\'',6.0,2.0,'\'(172-199]\'','\'(19.1-23.8]\'','\'(15-17.8]\'','\'(39.4-42.5]\'','\'(309697.2-326993.9]\'','\'(94.3-96.2]\'',0.0,'\'(1.9-2.2]\'','\'(1.6-2]\'',0.0,1.0,'\'(-inf-0.8]\'','\'(61.2-66.4]\'','\'(169.6-172.9]\'','\'(20.9-22.8]\'','\'(-inf-12]\''
22.0,27.0,'\'(-inf-1.2]\'',2.0,2.0,'\'(172-199]\'','\'(23.8-28.5]\'','\'(6.6-9.4]\'','\'(-inf-30.1]\'','\'(309697.2-326993.9]\'','\'(94.3-96.2]\'',0.0,'\'(2.8-3.1]\'','\'(-inf-0.4]\'',0.0,0.0,'\'(-inf-0.8]\'','\'(-inf-61.2]\'','\'(169.6-172.9]\'','\'(-inf-20.9]\'','\'(-inf-12]\''
14.0,18.0,'\'(-inf-1.2]\'',3.0,2.0,'\'(145-172]\'','\'(9.7-14.4]\'','\'(12.2-15]\'','\'(33.2-36.3]\'','\'(309697.2-326993.9]\'','\'(94.3-96.2]\'',0.0,'\'(-inf-1.3]\'','\'(1.6-2]\'',1.0,0.0,'\'(-inf-0.8]\'','\'(92.4-97.6]\'','\'(192.7-inf)\'','\'(24.7-26.6]\'','\'(-inf-12]\''
22.0,27.0,'\'(-inf-1.2]\'',4.0,2.0,'\'(172-199]\'','\'(23.8-28.5]\'','\'(6.6-9.4]\'','\'(-inf-30.1]\'','\'(309697.2-326993.9]\'','\'(94.3-96.2]\'',0.0,'\'(2.8-3.1]\'','\'(-inf-0.4]\'',0.0,0.0,'\'(-inf-0.8]\'','\'(-inf-61.2]\'','\'(169.6-172.9]\'','\'(-inf-20.9]\'','\'(-inf-12]\''
3.0,27.0,'\'(-inf-1.2]\'',4.0,2.0,'\'(172-199]\'','\'(47.3-inf)\'','\'(17.8-20.6]\'','\'(36.3-39.4]\'','\'(309697.2-326993.9]\'','\'(94.3-96.2]\'',0.0,'\'(-inf-1.3]\'','\'(-inf-0.4]\'',1.0,0.0,'\'(-inf-0.8]\'','\'(87.2-92.4]\'','\'(169.6-172.9]\'','\'(30.4-32.3]\'','\'(-inf-12]\''
11.0,13.0,'\'(-inf-1.2]\'',4.0,2.0,'\'(280-307]\'','\'(33.2-37.9]\'','\'(12.2-15]\'','\'(30.1-33.2]\'','\'(309697.2-326993.9]\'','\'(94.3-96.2]\'',0.0,'\'(-inf-1.3]\'','\'(1.6-2]\'',1.0,0.0,'\'(0.8-1.6]\'','\'(87.2-92.4]\'','\'(169.6-172.9]\'','\'(28.5-30.4]\'','\'(-inf-12]\''
3.0,27.0,'\'(-inf-1.2]\'',5.0,2.0,'\'(172-199]\'','\'(47.3-inf)\'','\'(17.8-20.6]\'','\'(36.3-39.4]\'','\'(309697.2-326993.9]\'','\'(94.3-96.2]\'',0.0,'\'(-inf-1.3]\'','\'(-inf-0.4]\'',1.0,0.0,'\'(-inf-0.8]\'','\'(87.2-92.4]\'','\'(169.6-172.9]\'','\'(30.4-32.3]\'','\'(-inf-12]\''
3.0,27.0,'\'(-inf-1.2]\'',6.0,2.0,'\'(172-199]\'','\'(47.3-inf)\'','\'(17.8-20.6]\'','\'(36.3-39.4]\'','\'(309697.2-326993.9]\'','\'(94.3-96.2]\'',0.0,'\'(-inf-1.3]\'','\'(-inf-0.4]\'',1.0,0.0,'\'(-inf-0.8]\'','\'(87.2-92.4]\'','\'(169.6-172.9]\'','\'(30.4-32.3]\'','\'(-inf-12]\''
3.0,13.0,'\'(1.2-2.4]\'',3.0,2.0,'\'(172-199]\'','\'(47.3-inf)\'','\'(17.8-20.6]\'','\'(36.3-39.4]\'','\'(257807.1-275103.8]\'','\'(96.2-98.1]\'',0.0,'\'(-inf-1.3]\'','\'(-inf-0.4]\'',1.0,0.0,'\'(-inf-0.8]\'','\'(87.2-92.4]\'','\'(169.6-172.9]\'','\'(30.4-32.3]\'','\'(-inf-12]\''
28.0,23.0,'\'(1.2-2.4]\'',3.0,2.0,'\'(199-226]\'','\'(23.8-28.5]\'','\'(6.6-9.4]\'','\'(-inf-30.1]\'','\'(257807.1-275103.8]\'','\'(96.2-98.1]\'',0.0,'\'(-inf-1.3]\'','\'(0.8-1.2]\'',0.0,0.0,'\'(1.6-2.4]\'','\'(66.4-71.6]\'','\'(166.3-169.6]\'','\'(22.8-24.7]\'','\'(-inf-12]\''
33.0,1.0,'\'(1.2-2.4]\'',4.0,2.0,'\'(226-253]\'','\'(23.8-28.5]\'','\'(12.2-15]\'','\'(45.6-48.7]\'','\'(257807.1-275103.8]\'','\'(96.2-98.1]\'',0.0,'\'(-inf-1.3]\'','\'(1.6-2]\'',0.0,0.0,'\'(0.8-1.6]\'','\'(82-87.2]\'','\'(-inf-166.3]\'','\'(30.4-32.3]\'','\'(-inf-12]\''
3.0,27.0,'\'(1.2-2.4]\'',4.0,2.0,'\'(172-199]\'','\'(47.3-inf)\'','\'(17.8-20.6]\'','\'(36.3-39.4]\'','\'(257807.1-275103.8]\'','\'(96.2-98.1]\'',0.0,'\'(-inf-1.3]\'','\'(-inf-0.4]\'',1.0,0.0,'\'(-inf-0.8]\'','\'(87.2-92.4]\'','\'(169.6-172.9]\'','\'(30.4-32.3]\'','\'(-inf-12]\''
28.0,28.0,'\'(1.2-2.4]\'',5.0,2.0,'\'(199-226]\'','\'(23.8-28.5]\'','\'(6.6-9.4]\'','\'(-inf-30.1]\'','\'(257807.1-275103.8]\'','\'(96.2-98.1]\'',0.0,'\'(-inf-1.3]\'','\'(0.8-1.2]\'',0.0,0.0,'\'(1.6-2.4]\'','\'(66.4-71.6]\'','\'(166.3-169.6]\'','\'(22.8-24.7]\'','\'(-inf-12]\''
3.0,27.0,'\'(1.2-2.4]\'',5.0,2.0,'\'(172-199]\'','\'(47.3-inf)\'','\'(17.8-20.6]\'','\'(36.3-39.4]\'','\'(257807.1-275103.8]\'','\'(96.2-98.1]\'',0.0,'\'(-inf-1.3]\'','\'(-inf-0.4]\'',1.0,0.0,'\'(-inf-0.8]\'','\'(87.2-92.4]\'','\'(169.6-172.9]\'','\'(30.4-32.3]\'','\'(-inf-12]\''
22.0,27.0,'\'(1.2-2.4]\'',5.0,2.0,'\'(172-199]\'','\'(23.8-28.5]\'','\'(6.6-9.4]\'','\'(-inf-30.1]\'','\'(257807.1-275103.8]\'','\'(96.2-98.1]\'',0.0,'\'(2.8-3.1]\'','\'(-inf-0.4]\'',0.0,0.0,'\'(-inf-0.8]\'','\'(-inf-61.2]\'','\'(169.6-172.9]\'','\'(-inf-20.9]\'','\'(-inf-12]\''
29.0,28.0,'\'(1.2-2.4]\'',6.0,2.0,'\'(199-226]\'','\'(14.4-19.1]\'','\'(12.2-15]\'','\'(39.4-42.5]\'','\'(257807.1-275103.8]\'','\'(96.2-98.1]\'',0.0,'\'(3.7-inf)\'','\'(1.6-2]\'',1.0,0.0,'\'(1.6-2.4]\'','\'(92.4-97.6]\'','\'(179.5-182.8]\'','\'(26.6-28.5]\'','\'(-inf-12]\''
3.0,27.0,'\'(1.2-2.4]\'',6.0,2.0,'\'(172-199]\'','\'(47.3-inf)\'','\'(17.8-20.6]\'','\'(36.3-39.4]\'','\'(257807.1-275103.8]\'','\'(96.2-98.1]\'',0.0,'\'(-inf-1.3]\'','\'(-inf-0.4]\'',1.0,0.0,'\'(-inf-0.8]\'','\'(87.2-92.4]\'','\'(169.6-172.9]\'','\'(30.4-32.3]\'','\'(-inf-12]\''
12.0,19.0,'\'(1.2-2.4]\'',2.0,2.0,'\'(226-253]\'','\'(47.3-inf)\'','\'(-inf-3.8]\'','\'(30.1-33.2]\'','\'(257807.1-275103.8]\'','\'(96.2-98.1]\'',0.0,'\'(1.9-2.2]\'','\'(0.8-1.2]\'',1.0,0.0,'\'(7.2-inf)\'','\'(66.4-71.6]\'','\'(176.2-179.5]\'','\'(20.9-22.8]\'','\'(-inf-12]\''
3.0,27.0,'\'(1.2-2.4]\'',2.0,2.0,'\'(172-199]\'','\'(47.3-inf)\'','\'(17.8-20.6]\'','\'(36.3-39.4]\'','\'(257807.1-275103.8]\'','\'(96.2-98.1]\'',0.0,'\'(-inf-1.3]\'','\'(-inf-0.4]\'',1.0,0.0,'\'(-inf-0.8]\'','\'(87.2-92.4]\'','\'(169.6-172.9]\'','\'(30.4-32.3]\'','\'(-inf-12]\''
28.0,7.0,'\'(1.2-2.4]\'',3.0,2.0,'\'(199-226]\'','\'(23.8-28.5]\'','\'(6.6-9.4]\'','\'(-inf-30.1]\'','\'(257807.1-275103.8]\'','\'(96.2-98.1]\'',0.0,'\'(-inf-1.3]\'','\'(0.8-1.2]\'',0.0,0.0,'\'(1.6-2.4]\'','\'(66.4-71.6]\'','\'(166.3-169.6]\'','\'(22.8-24.7]\'','\'(-inf-12]\''
3.0,27.0,'\'(1.2-2.4]\'',4.0,2.0,'\'(172-199]\'','\'(47.3-inf)\'','\'(17.8-20.6]\'','\'(36.3-39.4]\'','\'(257807.1-275103.8]\'','\'(96.2-98.1]\'',0.0,'\'(-inf-1.3]\'','\'(-inf-0.4]\'',1.0,0.0,'\'(-inf-0.8]\'','\'(87.2-92.4]\'','\'(169.6-172.9]\'','\'(30.4-32.3]\'','\'(-inf-12]\''
3.0,27.0,'\'(1.2-2.4]\'',5.0,2.0,'\'(172-199]\'','\'(47.3-inf)\'','\'(17.8-20.6]\'','\'(36.3-39.4]\'','\'(257807.1-275103.8]\'','\'(96.2-98.1]\'',0.0,'\'(-inf-1.3]\'','\'(-inf-0.4]\'',1.0,0.0,'\'(-inf-0.8]\'','\'(87.2-92.4]\'','\'(169.6-172.9]\'','\'(30.4-32.3]\'','\'(-inf-12]\''
28.0,25.0,'\'(1.2-2.4]\'',5.0,2.0,'\'(199-226]\'','\'(23.8-28.5]\'','\'(6.6-9.4]\'','\'(-inf-30.1]\'','\'(257807.1-275103.8]\'','\'(96.2-98.1]\'',0.0,'\'(-inf-1.3]\'','\'(0.8-1.2]\'',0.0,0.0,'\'(1.6-2.4]\'','\'(66.4-71.6]\'','\'(166.3-169.6]\'','\'(22.8-24.7]\'','\'(-inf-12]\''
22.0,13.0,'\'(1.2-2.4]\'',5.0,2.0,'\'(172-199]\'','\'(23.8-28.5]\'','\'(6.6-9.4]\'','\'(-inf-30.1]\'','\'(257807.1-275103.8]\'','\'(96.2-98.1]\'',0.0,'\'(2.8-3.1]\'','\'(-inf-0.4]\'',0.0,0.0,'\'(-inf-0.8]\'','\'(-inf-61.2]\'','\'(169.6-172.9]\'','\'(-inf-20.9]\'','\'(-inf-12]\''
17.0,23.0,'\'(1.2-2.4]\'',6.0,2.0,'\'(172-199]\'','\'(19.1-23.8]\'','\'(15-17.8]\'','\'(39.4-42.5]\'','\'(257807.1-275103.8]\'','\'(96.2-98.1]\'',0.0,'\'(1.9-2.2]\'','\'(1.6-2]\'',0.0,1.0,'\'(-inf-0.8]\'','\'(61.2-66.4]\'','\'(169.6-172.9]\'','\'(20.9-22.8]\'','\'(-inf-12]\''
3.0,27.0,'\'(1.2-2.4]\'',6.0,2.0,'\'(172-199]\'','\'(47.3-inf)\'','\'(17.8-20.6]\'','\'(36.3-39.4]\'','\'(257807.1-275103.8]\'','\'(96.2-98.1]\'',0.0,'\'(-inf-1.3]\'','\'(-inf-0.4]\'',1.0,0.0,'\'(-inf-0.8]\'','\'(87.2-92.4]\'','\'(169.6-172.9]\'','\'(30.4-32.3]\'','\'(-inf-12]\''
12.0,12.0,'\'(1.2-2.4]\'',4.0,2.0,'\'(226-253]\'','\'(47.3-inf)\'','\'(-inf-3.8]\'','\'(30.1-33.2]\'','\'(257807.1-275103.8]\'','\'(96.2-98.1]\'',0.0,'\'(1.9-2.2]\'','\'(0.8-1.2]\'',1.0,0.0,'\'(7.2-inf)\'','\'(66.4-71.6]\'','\'(176.2-179.5]\'','\'(20.9-22.8]\'','\'(-inf-12]\''
22.0,27.0,'\'(1.2-2.4]\'',4.0,2.0,'\'(172-199]\'','\'(23.8-28.5]\'','\'(6.6-9.4]\'','\'(-inf-30.1]\'','\'(257807.1-275103.8]\'','\'(96.2-98.1]\'',0.0,'\'(2.8-3.1]\'','\'(-inf-0.4]\'',0.0,0.0,'\'(-inf-0.8]\'','\'(-inf-61.2]\'','\'(169.6-172.9]\'','\'(-inf-20.9]\'','\'(-inf-12]\''
3.0,27.0,'\'(1.2-2.4]\'',4.0,2.0,'\'(172-199]\'','\'(47.3-inf)\'','\'(17.8-20.6]\'','\'(36.3-39.4]\'','\'(257807.1-275103.8]\'','\'(96.2-98.1]\'',0.0,'\'(-inf-1.3]\'','\'(-inf-0.4]\'',1.0,0.0,'\'(-inf-0.8]\'','\'(87.2-92.4]\'','\'(169.6-172.9]\'','\'(30.4-32.3]\'','\'(-inf-12]\''
3.0,13.0,'\'(1.2-2.4]\'',5.0,2.0,'\'(172-199]\'','\'(47.3-inf)\'','\'(17.8-20.6]\'','\'(36.3-39.4]\'','\'(257807.1-275103.8]\'','\'(96.2-98.1]\'',0.0,'\'(-inf-1.3]\'','\'(-inf-0.4]\'',1.0,0.0,'\'(-inf-0.8]\'','\'(87.2-92.4]\'','\'(169.6-172.9]\'','\'(30.4-32.3]\'','\'(-inf-12]\''
3.0,27.0,'\'(1.2-2.4]\'',6.0,2.0,'\'(172-199]\'','\'(47.3-inf)\'','\'(17.8-20.6]\'','\'(36.3-39.4]\'','\'(257807.1-275103.8]\'','\'(96.2-98.1]\'',0.0,'\'(-inf-1.3]\'','\'(-inf-0.4]\'',1.0,0.0,'\'(-inf-0.8]\'','\'(87.2-92.4]\'','\'(169.6-172.9]\'','\'(30.4-32.3]\'','\'(-inf-12]\''
14.0,25.0,'\'(1.2-2.4]\'',2.0,2.0,'\'(145-172]\'','\'(9.7-14.4]\'','\'(12.2-15]\'','\'(33.2-36.3]\'','\'(257807.1-275103.8]\'','\'(96.2-98.1]\'',0.0,'\'(-inf-1.3]\'','\'(1.6-2]\'',1.0,0.0,'\'(-inf-0.8]\'','\'(92.4-97.6]\'','\'(192.7-inf)\'','\'(24.7-26.6]\'','\'(-inf-12]\''
25.0,25.0,'\'(1.2-2.4]\'',2.0,2.0,'\'(226-253]\'','\'(14.4-19.1]\'','\'(6.6-9.4]\'','\'(30.1-33.2]\'','\'(257807.1-275103.8]\'','\'(96.2-98.1]\'',0.0,'\'(2.8-3.1]\'','\'(-inf-0.4]\'',0.0,0.0,'\'(-inf-0.8]\'','\'(71.6-76.8]\'','\'(176.2-179.5]\'','\'(24.7-26.6]\'','\'(-inf-12]\''
3.0,27.0,'\'(1.2-2.4]\'',2.0,2.0,'\'(172-199]\'','\'(47.3-inf)\'','\'(17.8-20.6]\'','\'(36.3-39.4]\'','\'(257807.1-275103.8]\'','\'(96.2-98.1]\'',0.0,'\'(-inf-1.3]\'','\'(-inf-0.4]\'',1.0,0.0,'\'(-inf-0.8]\'','\'(87.2-92.4]\'','\'(169.6-172.9]\'','\'(30.4-32.3]\'','\'(-inf-12]\''
28.0,7.0,'\'(1.2-2.4]\'',2.0,2.0,'\'(199-226]\'','\'(23.8-28.5]\'','\'(6.6-9.4]\'','\'(-inf-30.1]\'','\'(257807.1-275103.8]\'','\'(96.2-98.1]\'',0.0,'\'(-inf-1.3]\'','\'(0.8-1.2]\'',0.0,0.0,'\'(1.6-2.4]\'','\'(66.4-71.6]\'','\'(166.3-169.6]\'','\'(22.8-24.7]\'','\'(-inf-12]\''
3.0,27.0,'\'(1.2-2.4]\'',3.0,2.0,'\'(172-199]\'','\'(47.3-inf)\'','\'(17.8-20.6]\'','\'(36.3-39.4]\'','\'(257807.1-275103.8]\'','\'(96.2-98.1]\'',0.0,'\'(-inf-1.3]\'','\'(-inf-0.4]\'',1.0,0.0,'\'(-inf-0.8]\'','\'(87.2-92.4]\'','\'(169.6-172.9]\'','\'(30.4-32.3]\'','\'(-inf-12]\''
33.0,23.0,'\'(1.2-2.4]\'',3.0,2.0,'\'(226-253]\'','\'(23.8-28.5]\'','\'(12.2-15]\'','\'(45.6-48.7]\'','\'(257807.1-275103.8]\'','\'(96.2-98.1]\'',0.0,'\'(-inf-1.3]\'','\'(1.6-2]\'',0.0,0.0,'\'(0.8-1.6]\'','\'(82-87.2]\'','\'(-inf-166.3]\'','\'(30.4-32.3]\'','\'(-inf-12]\''
28.0,25.0,'\'(1.2-2.4]\'',3.0,2.0,'\'(199-226]\'','\'(23.8-28.5]\'','\'(6.6-9.4]\'','\'(-inf-30.1]\'','\'(257807.1-275103.8]\'','\'(96.2-98.1]\'',0.0,'\'(-inf-1.3]\'','\'(0.8-1.2]\'',0.0,0.0,'\'(1.6-2.4]\'','\'(66.4-71.6]\'','\'(166.3-169.6]\'','\'(22.8-24.7]\'','\'(-inf-12]\''
3.0,27.0,'\'(1.2-2.4]\'',4.0,2.0,'\'(172-199]\'','\'(47.3-inf)\'','\'(17.8-20.6]\'','\'(36.3-39.4]\'','\'(257807.1-275103.8]\'','\'(96.2-98.1]\'',0.0,'\'(-inf-1.3]\'','\'(-inf-0.4]\'',1.0,0.0,'\'(-inf-0.8]\'','\'(87.2-92.4]\'','\'(169.6-172.9]\'','\'(30.4-32.3]\'','\'(-inf-12]\''
3.0,27.0,'\'(1.2-2.4]\'',5.0,2.0,'\'(172-199]\'','\'(47.3-inf)\'','\'(17.8-20.6]\'','\'(36.3-39.4]\'','\'(257807.1-275103.8]\'','\'(96.2-98.1]\'',0.0,'\'(-inf-1.3]\'','\'(-inf-0.4]\'',1.0,0.0,'\'(-inf-0.8]\'','\'(87.2-92.4]\'','\'(169.6-172.9]\'','\'(30.4-32.3]\'','\'(-inf-12]\''
25.0,25.0,'\'(1.2-2.4]\'',6.0,2.0,'\'(226-253]\'','\'(14.4-19.1]\'','\'(6.6-9.4]\'','\'(30.1-33.2]\'','\'(257807.1-275103.8]\'','\'(96.2-98.1]\'',0.0,'\'(2.8-3.1]\'','\'(-inf-0.4]\'',0.0,0.0,'\'(-inf-0.8]\'','\'(71.6-76.8]\'','\'(176.2-179.5]\'','\'(24.7-26.6]\'','\'(-inf-12]\''
3.0,27.0,'\'(2.4-3.6]\'',2.0,2.0,'\'(172-199]\'','\'(47.3-inf)\'','\'(17.8-20.6]\'','\'(36.3-39.4]\'','\'(-inf-223213.7]\'','\'(98.1-inf)\'',0.0,'\'(-inf-1.3]\'','\'(-inf-0.4]\'',1.0,0.0,'\'(-inf-0.8]\'','\'(87.2-92.4]\'','\'(169.6-172.9]\'','\'(30.4-32.3]\'','\'(-inf-12]\''
