X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,language
'\'(1.077473-3.459242]\'','\'(-7.555472--5.701099]\'','\'(3.114645-5.439952]\'','\'(3.667355-6.169673]\'','\'(-6.228834--3.871894]\'','\'(8.958437-11.455917]\'','\'(-10.883176--9.389012]\'','\'(5.48611-7.158105]\'','\'(-1.3003-0.729796]\'','\'(-3.102488--0.326925]\'','\'(2.317015-4.600032]\'','\'(-8.029043--6.13069]\'',US
'\'(5.84101-8.222778]\'','\'(-5.701099--3.846726]\'','\'(0.789338-3.114645]\'','\'(11.174308-13.676625]\'','\'(-8.585775--6.228834]\'','\'(6.460956-8.958437]\'','\'(-10.883176--9.389012]\'','\'(3.814116-5.48611]\'','\'(-1.3003-0.729796]\'','\'(-5.878051--3.102488]\'','\'(2.317015-4.600032]\'','\'(-8.029043--6.13069]\'',US
'\'(8.222778-10.604546]\'','\'(-1.992353--0.137981]\'','\'(-1.535969-0.789338]\'','\'(3.667355-6.169673]\'','\'(-10.942715--8.585775]\'','\'(8.958437-11.455917]\'','\'(-7.894849--6.400686]\'','\'(5.48611-7.158105]\'','\'(-3.330396--1.3003]\'','\'(-5.878051--3.102488]\'','\'(2.317015-4.600032]\'','\'(-8.029043--6.13069]\'',US
'\'(12.986315-15.368083]\'','\'(-11.264217--9.409844]\'','\'(0.789338-3.114645]\'','\'(11.174308-13.676625]\'','\'(-6.228834--3.871894]\'','\'(11.455917-13.953397]\'','\'(-inf--13.871502]\'','\'(0.470127-2.142121]\'','\'(-1.3003-0.729796]\'','\'(-5.878051--3.102488]\'','\'(2.317015-4.600032]\'','\'(-9.927397--8.029043]\'',US
'\'(10.604546-12.986315]\'','\'(-13.11859--11.264217]\'','\'(0.789338-3.114645]\'','\'(6.169673-8.67199]\'','\'(-10.942715--8.585775]\'','\'(6.460956-8.958437]\'','\'(-13.871502--12.377339]\'','\'(3.814116-5.48611]\'','\'(0.729796-2.759893]\'','\'(-3.102488--0.326925]\'','\'(4.600032-6.883049]\'','\'(-6.13069--4.232337]\'',US
'\'(10.604546-12.986315]\'','\'(-9.409844--7.555472]\'','\'(0.789338-3.114645]\'','\'(11.174308-13.676625]\'','\'(-10.942715--8.585775]\'','\'(8.958437-11.455917]\'','\'(-9.389012--7.894849]\'','\'(0.470127-2.142121]\'','\'(0.729796-2.759893]\'','\'(-5.878051--3.102488]\'','\'(0.033998-2.317015]\'','\'(-6.13069--4.232337]\'',US
'\'(12.986315-15.368083]\'','\'(-3.846726--1.992353]\'','\'(0.789338-3.114645]\'','\'(8.67199-11.174308]\'','\'(-13.299656--10.942715]\'','\'(8.958437-11.455917]\'','\'(-7.894849--6.400686]\'','\'(2.142121-3.814116]\'','\'(0.729796-2.759893]\'','\'(-8.653615--5.878051]\'','\'(0.033998-2.317015]\'','\'(-8.029043--6.13069]\'',US
'\'(8.222778-10.604546]\'','\'(-inf--13.11859]\'','\'(5.439952-7.765259]\'','\'(1.165038-3.667355]\'','\'(-10.942715--8.585775]\'','\'(11.455917-13.953397]\'','\'(-12.377339--10.883176]\'','\'(-1.201868-0.470127]\'','\'(-1.3003-0.729796]\'','\'(-5.878051--3.102488]\'','\'(0.033998-2.317015]\'','\'(-6.13069--4.232337]\'',US
'\'(10.604546-12.986315]\'','\'(-9.409844--7.555472]\'','\'(-1.535969-0.789338]\'','\'(3.667355-6.169673]\'','\'(-8.585775--6.228834]\'','\'(11.455917-13.953397]\'','\'(-12.377339--10.883176]\'','\'(0.470127-2.142121]\'','\'(-1.3003-0.729796]\'','\'(-5.878051--3.102488]\'','\'(4.600032-6.883049]\'','\'(-2.333984--0.43563]\'',US
'\'(8.222778-10.604546]\'','\'(-inf--13.11859]\'','\'(0.789338-3.114645]\'','\'(6.169673-8.67199]\'','\'(-10.942715--8.585775]\'','\'(11.455917-13.953397]\'','\'(-12.377339--10.883176]\'','\'(-1.201868-0.470127]\'','\'(0.729796-2.759893]\'','\'(-3.102488--0.326925]\'','\'(0.033998-2.317015]\'','\'(-4.232337--2.333984]\'',US
'\'(12.986315-15.368083]\'','\'(-9.409844--7.555472]\'','\'(3.114645-5.439952]\'','\'(8.67199-11.174308]\'','\'(-10.942715--8.585775]\'','\'(11.455917-13.953397]\'','\'(-10.883176--9.389012]\'','\'(0.470127-2.142121]\'','\'(0.729796-2.759893]\'','\'(-8.653615--5.878051]\'','\'(0.033998-2.317015]\'','\'(-8.029043--6.13069]\'',US
'\'(10.604546-12.986315]\'','\'(-13.11859--11.264217]\'','\'(3.114645-5.439952]\'','\'(1.165038-3.667355]\'','\'(-10.942715--8.585775]\'','\'(11.455917-13.953397]\'','\'(-12.377339--10.883176]\'','\'(2.142121-3.814116]\'','\'(-1.3003-0.729796]\'','\'(-5.878051--3.102488]\'','\'(4.600032-6.883049]\'','\'(-6.13069--4.232337]\'',US
'\'(12.986315-15.368083]\'','\'(-inf--13.11859]\'','\'(3.114645-5.439952]\'','\'(6.169673-8.67199]\'','\'(-10.942715--8.585775]\'','\'(8.958437-11.455917]\'','\'(-10.883176--9.389012]\'','\'(0.470127-2.142121]\'','\'(0.729796-2.759893]\'','\'(-5.878051--3.102488]\'','\'(4.600032-6.883049]\'','\'(-8.029043--6.13069]\'',US
'\'(8.222778-10.604546]\'','\'(-13.11859--11.264217]\'','\'(10.090566-12.415873]\'','\'(1.165038-3.667355]\'','\'(-10.942715--8.585775]\'','\'(11.455917-13.953397]\'','\'(-13.871502--12.377339]\'','\'(3.814116-5.48611]\'','\'(0.729796-2.759893]\'','\'(-8.653615--5.878051]\'','\'(0.033998-2.317015]\'','\'(-6.13069--4.232337]\'',US
'\'(8.222778-10.604546]\'','\'(-13.11859--11.264217]\'','\'(3.114645-5.439952]\'','\'(6.169673-8.67199]\'','\'(-10.942715--8.585775]\'','\'(8.958437-11.455917]\'','\'(-10.883176--9.389012]\'','\'(2.142121-3.814116]\'','\'(2.759893-inf)\'','\'(-3.102488--0.326925]\'','\'(0.033998-2.317015]\'','\'(-6.13069--4.232337]\'',US
'\'(12.986315-15.368083]\'','\'(-5.701099--3.846726]\'','\'(3.114645-5.439952]\'','\'(8.67199-11.174308]\'','\'(-inf--13.299656]\'','\'(6.460956-8.958437]\'','\'(-7.894849--6.400686]\'','\'(2.142121-3.814116]\'','\'(2.759893-inf)\'','\'(-5.878051--3.102488]\'','\'(-2.249019-0.033998]\'','\'(-6.13069--4.232337]\'',US
'\'(8.222778-10.604546]\'','\'(-13.11859--11.264217]\'','\'(7.765259-10.090566]\'','\'(1.165038-3.667355]\'','\'(-10.942715--8.585775]\'','\'(11.455917-13.953397]\'','\'(-12.377339--10.883176]\'','\'(3.814116-5.48611]\'','\'(2.759893-inf)\'','\'(-5.878051--3.102488]\'','\'(-2.249019-0.033998]\'','\'(-6.13069--4.232337]\'',US
'\'(10.604546-12.986315]\'','\'(-13.11859--11.264217]\'','\'(0.789338-3.114645]\'','\'(8.67199-11.174308]\'','\'(-10.942715--8.585775]\'','\'(8.958437-11.455917]\'','\'(-10.883176--9.389012]\'','\'(2.142121-3.814116]\'','\'(2.759893-inf)\'','\'(-3.102488--0.326925]\'','\'(2.317015-4.600032]\'','\'(-6.13069--4.232337]\'',US
'\'(12.986315-15.368083]\'','\'(-7.555472--5.701099]\'','\'(7.765259-10.090566]\'','\'(-1.337279-1.165038]\'','\'(3.198928-5.555869]\'','\'(-1.031484-1.465996]\'','\'(-6.400686--4.906523]\'','\'(2.142121-3.814116]\'','\'(-11.450781--9.420685]\'','\'(13.550891-inf)\'','\'(-9.09807--6.815053]\'','\'(3.361076-inf)\'',US
'\'(3.459242-5.84101]\'','\'(-9.409844--7.555472]\'','\'(10.090566-12.415873]\'','\'(-3.839597--1.337279]\'','\'(3.198928-5.555869]\'','\'(1.465996-3.963476]\'','\'(-4.906523--3.41236]\'','\'(3.814116-5.48611]\'','\'(-7.390589--5.360492]\'','\'(7.999765-10.775328]\'','\'(-9.09807--6.815053]\'','\'(1.462723-3.361076]\'',US
'\'(1.077473-3.459242]\'','\'(-7.555472--5.701099]\'','\'(14.74118-inf)\'','\'(-inf--6.341914]\'','\'(5.555869-inf)\'','\'(-1.031484-1.465996]\'','\'(-6.400686--4.906523]\'','\'(3.814116-5.48611]\'','\'(-7.390589--5.360492]\'','\'(5.224202-7.999765]\'','\'(-11.381087--9.09807]\'','\'(1.462723-3.361076]\'',US
'\'(5.84101-8.222778]\'','\'(-7.555472--5.701099]\'','\'(7.765259-10.090566]\'','\'(-3.839597--1.337279]\'','\'(-1.514953-0.841987]\'','\'(1.465996-3.963476]\'','\'(-4.906523--3.41236]\'','\'(3.814116-5.48611]\'','\'(-9.420685--7.390589]\'','\'(10.775328-13.550891]\'','\'(-9.09807--6.815053]\'','\'(1.462723-3.361076]\'',US
'\'(5.84101-8.222778]\'','\'(-9.409844--7.555472]\'','\'(12.415873-14.74118]\'','\'(1.165038-3.667355]\'','\'(5.555869-inf)\'','\'(1.465996-3.963476]\'','\'(-4.906523--3.41236]\'','\'(3.814116-5.48611]\'','\'(-9.420685--7.390589]\'','\'(7.999765-10.775328]\'','\'(-9.09807--6.815053]\'','\'(3.361076-inf)\'',US
'\'(8.222778-10.604546]\'','\'(-9.409844--7.555472]\'','\'(10.090566-12.415873]\'','\'(-3.839597--1.337279]\'','\'(0.841987-3.198928]\'','\'(-inf--1.031484]\'','\'(-1.918196-inf)\'','\'(3.814116-5.48611]\'','\'(-inf--13.480877]\'','\'(10.775328-13.550891]\'','\'(-9.09807--6.815053]\'','\'(3.361076-inf)\'',US
'\'(8.222778-10.604546]\'','\'(-5.701099--3.846726]\'','\'(7.765259-10.090566]\'','\'(-3.839597--1.337279]\'','\'(5.555869-inf)\'','\'(-inf--1.031484]\'','\'(-3.41236--1.918196]\'','\'(3.814116-5.48611]\'','\'(-9.420685--7.390589]\'','\'(13.550891-inf)\'','\'(-inf--11.381087]\'','\'(1.462723-3.361076]\'',US
'\'(5.84101-8.222778]\'','\'(-9.409844--7.555472]\'','\'(12.415873-14.74118]\'','\'(-inf--6.341914]\'','\'(5.555869-inf)\'','\'(-inf--1.031484]\'','\'(-4.906523--3.41236]\'','\'(2.142121-3.814116]\'','\'(-9.420685--7.390589]\'','\'(10.775328-13.550891]\'','\'(-9.09807--6.815053]\'','\'(3.361076-inf)\'',US
'\'(1.077473-3.459242]\'','\'(-9.409844--7.555472]\'','\'(12.415873-14.74118]\'','\'(-inf--6.341914]\'','\'(5.555869-inf)\'','\'(-inf--1.031484]\'','\'(-4.906523--3.41236]\'','\'(2.142121-3.814116]\'','\'(-9.420685--7.390589]\'','\'(10.775328-13.550891]\'','\'(-9.09807--6.815053]\'','\'(3.361076-inf)\'',US
'\'(5.84101-8.222778]\'','\'(-5.701099--3.846726]\'','\'(10.090566-12.415873]\'','\'(-1.337279-1.165038]\'','\'(5.555869-inf)\'','\'(1.465996-3.963476]\'','\'(-6.400686--4.906523]\'','\'(3.814116-5.48611]\'','\'(-9.420685--7.390589]\'','\'(7.999765-10.775328]\'','\'(-9.09807--6.815053]\'','\'(-0.43563-1.462723]\'',US
'\'(3.459242-5.84101]\'','\'(-9.409844--7.555472]\'','\'(12.415873-14.74118]\'','\'(-3.839597--1.337279]\'','\'(5.555869-inf)\'','\'(-1.031484-1.465996]\'','\'(-4.906523--3.41236]\'','\'(3.814116-5.48611]\'','\'(-9.420685--7.390589]\'','\'(10.775328-13.550891]\'','\'(-6.815053--4.532036]\'','\'(-0.43563-1.462723]\'',US
'\'(8.222778-10.604546]\'','\'(-7.555472--5.701099]\'','\'(14.74118-inf)\'','\'(-1.337279-1.165038]\'','\'(0.841987-3.198928]\'','\'(-inf--1.031484]\'','\'(-3.41236--1.918196]\'','\'(3.814116-5.48611]\'','\'(-9.420685--7.390589]\'','\'(10.775328-13.550891]\'','\'(-inf--11.381087]\'','\'(3.361076-inf)\'',US
'\'(5.84101-8.222778]\'','\'(-5.701099--3.846726]\'','\'(14.74118-inf)\'','\'(-1.337279-1.165038]\'','\'(3.198928-5.555869]\'','\'(-1.031484-1.465996]\'','\'(-4.906523--3.41236]\'','\'(3.814116-5.48611]\'','\'(-7.390589--5.360492]\'','\'(7.999765-10.775328]\'','\'(-11.381087--9.09807]\'','\'(1.462723-3.361076]\'',US
'\'(3.459242-5.84101]\'','\'(-7.555472--5.701099]\'','\'(12.415873-14.74118]\'','\'(-3.839597--1.337279]\'','\'(3.198928-5.555869]\'','\'(-1.031484-1.465996]\'','\'(-4.906523--3.41236]\'','\'(2.142121-3.814116]\'','\'(-9.420685--7.390589]\'','\'(10.775328-13.550891]\'','\'(-6.815053--4.532036]\'','\'(3.361076-inf)\'',US
'\'(3.459242-5.84101]\'','\'(-5.701099--3.846726]\'','\'(12.415873-14.74118]\'','\'(-6.341914--3.839597]\'','\'(3.198928-5.555869]\'','\'(-1.031484-1.465996]\'','\'(-3.41236--1.918196]\'','\'(3.814116-5.48611]\'','\'(-9.420685--7.390589]\'','\'(7.999765-10.775328]\'','\'(-11.381087--9.09807]\'','\'(1.462723-3.361076]\'',US
'\'(1.077473-3.459242]\'','\'(-1.992353--0.137981]\'','\'(3.114645-5.439952]\'','\'(-1.337279-1.165038]\'','\'(5.555869-inf)\'','\'(1.465996-3.963476]\'','\'(-7.894849--6.400686]\'','\'(8.830099-10.502094]\'','\'(-7.390589--5.360492]\'','\'(5.224202-7.999765]\'','\'(-6.815053--4.532036]\'','\'(-0.43563-1.462723]\'',US
'\'(1.077473-3.459242]\'','\'(-5.701099--3.846726]\'','\'(3.114645-5.439952]\'','\'(1.165038-3.667355]\'','\'(5.555869-inf)\'','\'(-1.031484-1.465996]\'','\'(-6.400686--4.906523]\'','\'(7.158105-8.830099]\'','\'(-9.420685--7.390589]\'','\'(7.999765-10.775328]\'','\'(-4.532036--2.249019]\'','\'(1.462723-3.361076]\'',US
'\'(-3.686063--1.304295]\'','\'(-3.846726--1.992353]\'','\'(3.114645-5.439952]\'','\'(-6.341914--3.839597]\'','\'(3.198928-5.555869]\'','\'(1.465996-3.963476]\'','\'(-6.400686--4.906523]\'','\'(7.158105-8.830099]\'','\'(-9.420685--7.390589]\'','\'(5.224202-7.999765]\'','\'(-2.249019-0.033998]\'','\'(1.462723-3.361076]\'',US
'\'(-1.304295-1.077473]\'','\'(-1.992353--0.137981]\'','\'(0.789338-3.114645]\'','\'(-1.337279-1.165038]\'','\'(3.198928-5.555869]\'','\'(1.465996-3.963476]\'','\'(-6.400686--4.906523]\'','\'(7.158105-8.830099]\'','\'(-7.390589--5.360492]\'','\'(7.999765-10.775328]\'','\'(-4.532036--2.249019]\'','\'(-0.43563-1.462723]\'',US
'\'(-1.304295-1.077473]\'','\'(-3.846726--1.992353]\'','\'(0.789338-3.114645]\'','\'(1.165038-3.667355]\'','\'(3.198928-5.555869]\'','\'(1.465996-3.963476]\'','\'(-7.894849--6.400686]\'','\'(8.830099-10.502094]\'','\'(-9.420685--7.390589]\'','\'(5.224202-7.999765]\'','\'(-2.249019-0.033998]\'','\'(-2.333984--0.43563]\'',US
'\'(1.077473-3.459242]\'','\'(-1.992353--0.137981]\'','\'(0.789338-3.114645]\'','\'(-1.337279-1.165038]\'','\'(0.841987-3.198928]\'','\'(1.465996-3.963476]\'','\'(-6.400686--4.906523]\'','\'(8.830099-10.502094]\'','\'(-11.450781--9.420685]\'','\'(5.224202-7.999765]\'','\'(0.033998-2.317015]\'','\'(1.462723-3.361076]\'',US
'\'(-inf--3.686063]\'','\'(-1.992353--0.137981]\'','\'(0.789338-3.114645]\'','\'(1.165038-3.667355]\'','\'(0.841987-3.198928]\'','\'(1.465996-3.963476]\'','\'(-9.389012--7.894849]\'','\'(7.158105-8.830099]\'','\'(-7.390589--5.360492]\'','\'(5.224202-7.999765]\'','\'(-4.532036--2.249019]\'','\'(-0.43563-1.462723]\'',US
'\'(-1.304295-1.077473]\'','\'(1.716392-inf)\'','\'(-1.535969-0.789338]\'','\'(-1.337279-1.165038]\'','\'(0.841987-3.198928]\'','\'(1.465996-3.963476]\'','\'(-6.400686--4.906523]\'','\'(5.48611-7.158105]\'','\'(-11.450781--9.420685]\'','\'(5.224202-7.999765]\'','\'(-4.532036--2.249019]\'','\'(-2.333984--0.43563]\'',US
'\'(-3.686063--1.304295]\'','\'(-0.137981-1.716392]\'','\'(0.789338-3.114645]\'','\'(-3.839597--1.337279]\'','\'(3.198928-5.555869]\'','\'(3.963476-6.460956]\'','\'(-7.894849--6.400686]\'','\'(8.830099-10.502094]\'','\'(-9.420685--7.390589]\'','\'(5.224202-7.999765]\'','\'(0.033998-2.317015]\'','\'(-2.333984--0.43563]\'',US
'\'(-inf--3.686063]\'','\'(-1.992353--0.137981]\'','\'(0.789338-3.114645]\'','\'(3.667355-6.169673]\'','\'(0.841987-3.198928]\'','\'(-1.031484-1.465996]\'','\'(-7.894849--6.400686]\'','\'(8.830099-10.502094]\'','\'(-9.420685--7.390589]\'','\'(2.448638-5.224202]\'','\'(-4.532036--2.249019]\'','\'(-2.333984--0.43563]\'',US
'\'(-3.686063--1.304295]\'','\'(-1.992353--0.137981]\'','\'(3.114645-5.439952]\'','\'(-1.337279-1.165038]\'','\'(3.198928-5.555869]\'','\'(3.963476-6.460956]\'','\'(-6.400686--4.906523]\'','\'(7.158105-8.830099]\'','\'(-7.390589--5.360492]\'','\'(7.999765-10.775328]\'','\'(-2.249019-0.033998]\'','\'(-0.43563-1.462723]\'',US
'\'(1.077473-3.459242]\'','\'(-5.701099--3.846726]\'','\'(5.439952-7.765259]\'','\'(1.165038-3.667355]\'','\'(3.198928-5.555869]\'','\'(1.465996-3.963476]\'','\'(-7.894849--6.400686]\'','\'(7.158105-8.830099]\'','\'(-9.420685--7.390589]\'','\'(5.224202-7.999765]\'','\'(-4.532036--2.249019]\'','\'(-0.43563-1.462723]\'',US
'\'(-1.304295-1.077473]\'','\'(-3.846726--1.992353]\'','\'(3.114645-5.439952]\'','\'(1.165038-3.667355]\'','\'(3.198928-5.555869]\'','\'(3.963476-6.460956]\'','\'(-7.894849--6.400686]\'','\'(8.830099-10.502094]\'','\'(-7.390589--5.360492]\'','\'(7.999765-10.775328]\'','\'(-2.249019-0.033998]\'','\'(-2.333984--0.43563]\'',US
'\'(-3.686063--1.304295]\'','\'(-1.992353--0.137981]\'','\'(0.789338-3.114645]\'','\'(-3.839597--1.337279]\'','\'(0.841987-3.198928]\'','\'(1.465996-3.963476]\'','\'(-6.400686--4.906523]\'','\'(8.830099-10.502094]\'','\'(-7.390589--5.360492]\'','\'(5.224202-7.999765]\'','\'(-2.249019-0.033998]\'','\'(-0.43563-1.462723]\'',US
'\'(-3.686063--1.304295]\'','\'(-7.555472--5.701099]\'','\'(3.114645-5.439952]\'','\'(-1.337279-1.165038]\'','\'(0.841987-3.198928]\'','\'(1.465996-3.963476]\'','\'(-7.894849--6.400686]\'','\'(8.830099-10.502094]\'','\'(-7.390589--5.360492]\'','\'(5.224202-7.999765]\'','\'(-2.249019-0.033998]\'','\'(1.462723-3.361076]\'',US
'\'(10.604546-12.986315]\'','\'(-9.409844--7.555472]\'','\'(-1.535969-0.789338]\'','\'(13.676625-inf)\'','\'(-6.228834--3.871894]\'','\'(11.455917-13.953397]\'','\'(-7.894849--6.400686]\'','\'(0.470127-2.142121]\'','\'(-1.3003-0.729796]\'','\'(-5.878051--3.102488]\'','\'(6.883049-inf)\'','\'(-2.333984--0.43563]\'',US
'\'(10.604546-12.986315]\'','\'(-7.555472--5.701099]\'','\'(-1.535969-0.789338]\'','\'(11.174308-13.676625]\'','\'(-8.585775--6.228834]\'','\'(8.958437-11.455917]\'','\'(-7.894849--6.400686]\'','\'(0.470127-2.142121]\'','\'(-3.330396--1.3003]\'','\'(-5.878051--3.102488]\'','\'(4.600032-6.883049]\'','\'(-4.232337--2.333984]\'',US
'\'(5.84101-8.222778]\'','\'(-5.701099--3.846726]\'','\'(0.789338-3.114645]\'','\'(8.67199-11.174308]\'','\'(-8.585775--6.228834]\'','\'(8.958437-11.455917]\'','\'(-6.400686--4.906523]\'','\'(3.814116-5.48611]\'','\'(0.729796-2.759893]\'','\'(-3.102488--0.326925]\'','\'(2.317015-4.600032]\'','\'(-4.232337--2.333984]\'',US
'\'(15.368083-inf)\'','\'(-7.555472--5.701099]\'','\'(-1.535969-0.789338]\'','\'(11.174308-13.676625]\'','\'(-8.585775--6.228834]\'','\'(8.958437-11.455917]\'','\'(-6.400686--4.906523]\'','\'(2.142121-3.814116]\'','\'(-3.330396--1.3003]\'','\'(-8.653615--5.878051]\'','\'(4.600032-6.883049]\'','\'(-6.13069--4.232337]\'',US
'\'(8.222778-10.604546]\'','\'(-11.264217--9.409844]\'','\'(3.114645-5.439952]\'','\'(8.67199-11.174308]\'','\'(-10.942715--8.585775]\'','\'(6.460956-8.958437]\'','\'(-7.894849--6.400686]\'','\'(2.142121-3.814116]\'','\'(-1.3003-0.729796]\'','\'(-5.878051--3.102488]\'','\'(4.600032-6.883049]\'','\'(-0.43563-1.462723]\'',US
'\'(10.604546-12.986315]\'','\'(-11.264217--9.409844]\'','\'(-1.535969-0.789338]\'','\'(8.67199-11.174308]\'','\'(-8.585775--6.228834]\'','\'(8.958437-11.455917]\'','\'(-10.883176--9.389012]\'','\'(0.470127-2.142121]\'','\'(-1.3003-0.729796]\'','\'(-3.102488--0.326925]\'','\'(4.600032-6.883049]\'','\'(-0.43563-1.462723]\'',US
'\'(8.222778-10.604546]\'','\'(-9.409844--7.555472]\'','\'(-1.535969-0.789338]\'','\'(11.174308-13.676625]\'','\'(-6.228834--3.871894]\'','\'(11.455917-13.953397]\'','\'(-9.389012--7.894849]\'','\'(2.142121-3.814116]\'','\'(-1.3003-0.729796]\'','\'(-5.878051--3.102488]\'','\'(4.600032-6.883049]\'','\'(-0.43563-1.462723]\'',US
'\'(12.986315-15.368083]\'','\'(-13.11859--11.264217]\'','\'(3.114645-5.439952]\'','\'(11.174308-13.676625]\'','\'(-6.228834--3.871894]\'','\'(6.460956-8.958437]\'','\'(-9.389012--7.894849]\'','\'(0.470127-2.142121]\'','\'(-1.3003-0.729796]\'','\'(-5.878051--3.102488]\'','\'(6.883049-inf)\'','\'(-4.232337--2.333984]\'',US
'\'(10.604546-12.986315]\'','\'(-1.992353--0.137981]\'','\'(0.789338-3.114645]\'','\'(13.676625-inf)\'','\'(-inf--13.299656]\'','\'(3.963476-6.460956]\'','\'(-6.400686--4.906523]\'','\'(5.48611-7.158105]\'','\'(0.729796-2.759893]\'','\'(-5.878051--3.102488]\'','\'(4.600032-6.883049]\'','\'(-2.333984--0.43563]\'',US
'\'(15.368083-inf)\'','\'(-1.992353--0.137981]\'','\'(-3.861276--1.535969]\'','\'(13.676625-inf)\'','\'(-10.942715--8.585775]\'','\'(8.958437-11.455917]\'','\'(-3.41236--1.918196]\'','\'(3.814116-5.48611]\'','\'(-3.330396--1.3003]\'','\'(-5.878051--3.102488]\'','\'(6.883049-inf)\'','\'(-6.13069--4.232337]\'',US
'\'(12.986315-15.368083]\'','\'(-9.409844--7.555472]\'','\'(0.789338-3.114645]\'','\'(13.676625-inf)\'','\'(-8.585775--6.228834]\'','\'(8.958437-11.455917]\'','\'(-6.400686--4.906523]\'','\'(2.142121-3.814116]\'','\'(-1.3003-0.729796]\'','\'(-5.878051--3.102488]\'','\'(4.600032-6.883049]\'','\'(-4.232337--2.333984]\'',US
'\'(12.986315-15.368083]\'','\'(-9.409844--7.555472]\'','\'(-1.535969-0.789338]\'','\'(13.676625-inf)\'','\'(-8.585775--6.228834]\'','\'(6.460956-8.958437]\'','\'(-6.400686--4.906523]\'','\'(2.142121-3.814116]\'','\'(0.729796-2.759893]\'','\'(-5.878051--3.102488]\'','\'(6.883049-inf)\'','\'(-2.333984--0.43563]\'',US
'\'(10.604546-12.986315]\'','\'(-7.555472--5.701099]\'','\'(-3.861276--1.535969]\'','\'(13.676625-inf)\'','\'(-6.228834--3.871894]\'','\'(8.958437-11.455917]\'','\'(-9.389012--7.894849]\'','\'(0.470127-2.142121]\'','\'(-1.3003-0.729796]\'','\'(-5.878051--3.102488]\'','\'(6.883049-inf)\'','\'(-4.232337--2.333984]\'',US
'\'(12.986315-15.368083]\'','\'(-9.409844--7.555472]\'','\'(-1.535969-0.789338]\'','\'(8.67199-11.174308]\'','\'(-10.942715--8.585775]\'','\'(8.958437-11.455917]\'','\'(-7.894849--6.400686]\'','\'(3.814116-5.48611]\'','\'(-1.3003-0.729796]\'','\'(-3.102488--0.326925]\'','\'(4.600032-6.883049]\'','\'(-4.232337--2.333984]\'',US
'\'(10.604546-12.986315]\'','\'(-7.555472--5.701099]\'','\'(0.789338-3.114645]\'','\'(11.174308-13.676625]\'','\'(-6.228834--3.871894]\'','\'(8.958437-11.455917]\'','\'(-6.400686--4.906523]\'','\'(2.142121-3.814116]\'','\'(-3.330396--1.3003]\'','\'(-5.878051--3.102488]\'','\'(4.600032-6.883049]\'','\'(-4.232337--2.333984]\'',US
'\'(5.84101-8.222778]\'','\'(-11.264217--9.409844]\'','\'(0.789338-3.114645]\'','\'(8.67199-11.174308]\'','\'(-8.585775--6.228834]\'','\'(8.958437-11.455917]\'','\'(-13.871502--12.377339]\'','\'(0.470127-2.142121]\'','\'(0.729796-2.759893]\'','\'(-5.878051--3.102488]\'','\'(6.883049-inf)\'','\'(-4.232337--2.333984]\'',US
'\'(3.459242-5.84101]\'','\'(-1.992353--0.137981]\'','\'(-1.535969-0.789338]\'','\'(3.667355-6.169673]\'','\'(-8.585775--6.228834]\'','\'(11.455917-13.953397]\'','\'(-9.389012--7.894849]\'','\'(3.814116-5.48611]\'','\'(0.729796-2.759893]\'','\'(-3.102488--0.326925]\'','\'(2.317015-4.600032]\'','\'(-0.43563-1.462723]\'',US
'\'(5.84101-8.222778]\'','\'(-1.992353--0.137981]\'','\'(-1.535969-0.789338]\'','\'(6.169673-8.67199]\'','\'(-10.942715--8.585775]\'','\'(11.455917-13.953397]\'','\'(-9.389012--7.894849]\'','\'(5.48611-7.158105]\'','\'(2.759893-inf)\'','\'(-5.878051--3.102488]\'','\'(4.600032-6.883049]\'','\'(-2.333984--0.43563]\'',US
'\'(1.077473-3.459242]\'','\'(-7.555472--5.701099]\'','\'(3.114645-5.439952]\'','\'(3.667355-6.169673]\'','\'(-10.942715--8.585775]\'','\'(8.958437-11.455917]\'','\'(-9.389012--7.894849]\'','\'(3.814116-5.48611]\'','\'(-1.3003-0.729796]\'','\'(-5.878051--3.102488]\'','\'(4.600032-6.883049]\'','\'(-0.43563-1.462723]\'',US
'\'(-1.304295-1.077473]\'','\'(-3.846726--1.992353]\'','\'(-1.535969-0.789338]\'','\'(3.667355-6.169673]\'','\'(-8.585775--6.228834]\'','\'(8.958437-11.455917]\'','\'(-12.377339--10.883176]\'','\'(5.48611-7.158105]\'','\'(0.729796-2.759893]\'','\'(-5.878051--3.102488]\'','\'(2.317015-4.600032]\'','\'(-2.333984--0.43563]\'',US
'\'(1.077473-3.459242]\'','\'(-3.846726--1.992353]\'','\'(0.789338-3.114645]\'','\'(3.667355-6.169673]\'','\'(-8.585775--6.228834]\'','\'(11.455917-13.953397]\'','\'(-10.883176--9.389012]\'','\'(2.142121-3.814116]\'','\'(-1.3003-0.729796]\'','\'(-3.102488--0.326925]\'','\'(4.600032-6.883049]\'','\'(-4.232337--2.333984]\'',US
'\'(-1.304295-1.077473]\'','\'(-1.992353--0.137981]\'','\'(-1.535969-0.789338]\'','\'(6.169673-8.67199]\'','\'(-6.228834--3.871894]\'','\'(8.958437-11.455917]\'','\'(-10.883176--9.389012]\'','\'(3.814116-5.48611]\'','\'(0.729796-2.759893]\'','\'(-3.102488--0.326925]\'','\'(2.317015-4.600032]\'','\'(-0.43563-1.462723]\'',US
